OO	Temperature	Location
229	19	Non-saline
313	19	Non-saline
205	19	Non-saline
902	19	Non-saline
1256	19	Non-saline
1262	19	Non-saline
357	19	Non-saline
398	19	Non-saline
259	19	Non-saline
262	19	Non-saline
248	19	Non-saline
900	19	Non-saline
1154	19	Non-saline
1177	19	Non-saline
347	19	Non-saline
256	19	Non-saline
236	19	Non-saline
279	19	Non-saline
890	19	Non-saline
938	19	Non-saline
977	19	Non-saline
381	19	Non-saline
330	19	Non-saline
239	19	Non-saline
397	19	Non-saline
961	19	Non-saline
429	19	Non-saline
291	19	Non-saline
352	19	Non-saline
321	19	Non-saline
497	19	Non-saline
429	19	Non-saline
231	19	Non-saline
322	19	Non-saline
270	19	Non-saline
935	19	Non-saline
397	19	Non-saline
236	19	Non-saline
315	19	Non-saline
228	19	Non-saline
410	19	Non-saline
241	19	Non-saline
243	19	Non-saline
295	19	Non-saline
250	19	Non-saline
695	19	Non-saline
986	19	Non-saline
964	19	Non-saline
865	19	Non-saline
1156	19	Non-saline
695	19	Non-saline
1122	19	Non-saline
1053	19	Non-saline
848	19	Non-saline
387	19	Non-saline
325	19	Non-saline
185	19	Non-saline
285	19	Non-saline
411	19	Non-saline
201	19	Non-saline
396	19	Non-saline
472	19	Non-saline
453	19	Non-saline
376	19	Non-saline
428	19	Non-saline
488	19	Non-saline
238	19	Non-saline
352	19	Non-saline
331	19	Non-saline
69	19	Saline
83	19	Saline
145	19	Non-saline
390	19	Non-saline
268	19	Non-saline
243	19	Non-saline
173	19	Non-saline
134	19	Non-saline
283	19	Non-saline
516	19	Non-saline
94	19	Non-saline
202	19.02	Non-saline
170	19.03	Non-saline
190	19.03	Non-saline
175	19.03	Non-saline
322	19.04	Non-saline
644	19.05	Saline
208	19.09	Non-saline
215	19.09	Non-saline
681	19.1	Non-saline
745	19.1	Non-saline
586	19.1	Non-saline
822	19.1	Non-saline
98	19.1	Non-saline
81	19.1	Non-saline
99	19.1	Non-saline
101	19.1	Non-saline
78	19.1	Non-saline
51	19.1	Non-saline
72	19.1	Non-saline
48	19.1	Non-saline
984	19.1	Saline
104	19.1	Non-saline
137	19.1	Non-saline
205	19.1	Non-saline
76	19.1	Non-saline
230	19.1	Non-saline
213	19.1	Non-saline
311	19.1	Non-saline
337	19.1	Non-saline
738	19.11	Saline
123	19.14	Non-saline
376	19.15	Non-saline
354	19.15	Non-saline
233	19.15	Non-saline
165	19.16	Non-saline
360	19.18	Non-saline
130	19.2	Non-saline
218	19.2	Non-saline
182	19.2	Non-saline
173	19.2	Non-saline
339	19.2	Non-saline
510	19.2	Non-saline
127	19.2	Non-saline
186	19.2	Non-saline
288	19.2	Non-saline
319	19.2	Non-saline
451	19.2	Non-saline
761	19.26	Saline
301	19.28	Non-saline
242	19.3	Non-saline
492	19.3	Non-saline
224	19.3	Non-saline
126	19.3	Non-saline
273	19.3	Non-saline
153	19.3	Non-saline
372	19.3	Non-saline
326	19.3	Non-saline
145	19.3	Non-saline
420	19.3	Non-saline
375	19.3	Non-saline
299	19.3	Non-saline
161	19.33	Non-saline
245	19.35	Non-saline
214	19.35	Non-saline
173	19.4	Non-saline
249	19.4	Non-saline
296	19.4	Non-saline
241	19.4	Non-saline
265	19.4	Non-saline
225	19.4	Non-saline
316	19.4	Non-saline
268	19.4	Non-saline
334	19.4	Non-saline
240	19.4	Non-saline
374	19.45	Non-saline
379	19.45	Non-saline
292	19.5	Non-saline
267	19.5	Non-saline
184	19.5	Non-saline
265	19.5	Non-saline
259	19.5	Non-saline
339	19.5	Non-saline
756	19.5	Non-saline
519	19.5	Non-saline
354	19.5	Non-saline
277	19.5	Non-saline
115	19.5	Non-saline
236	19.54	Non-saline
357	19.6	Non-saline
238	19.66	Non-saline
183	19.68	Non-saline
153	19.68	Non-saline
142	19.7	Non-saline
175	19.7	Non-saline
251	19.7	Non-saline
452	19.7	Non-saline
110	19.7	Plant
111	19.7	Plant
100	19.7	Plant
112	19.7	Plant
261	19.7047	Saline
98	19.73	Non-saline
97	19.73	Non-saline
211	19.75	Non-saline
196	19.75	Non-saline
168	19.78	Non-saline
383	19.78	Non-saline
341	19.78	Non-saline
680	19.8	Non-saline
272	19.8	Non-saline
75	19.8	Non-saline
86	19.8	Non-saline
200	19.8	Plant
164	19.8	Plant
151	19.8	Plant
84	19.8	Plant
293	19.8	Plant
291	19.8	Plant
186	19.8	Plant
238	19.8	Plant
228	19.8	Plant
163	19.8	Plant
186	19.8	Plant
160	19.8	Plant
113	19.8	Plant
75	19.8	Plant
437	19.9	Non-saline
159	19.9	Non-saline
135	19.9	Non-saline
413	19.9	Non-saline
117	19.9	Non-saline
359	19.9	Non-saline
320	19.9	Non-saline
606	19.9	Non-saline
573	19.9	Non-saline
218	19.9	Non-saline
215	19.9	Non-saline
126	19.9	Plant
120	19.9	Plant
101	19.9	Plant
130	19.9	Plant
175	19.9	Plant
226	19.95	Non-saline
206	19.95	Non-saline
121	19.95410345	Plant
136	19.95410345	Plant
186	19.95410345	Plant
152	19.95410345	Plant
83	19.95410345	Plant
85	19.95410345	Plant
128	19.95410345	Plant
129	19.95410345	Plant
182	19.95410345	Plant
126	19.95410345	Plant
117	20	Saline
84	20	Saline
145	20	Saline
51	20	Saline
354	20	Saline
1070	20	Saline
940	20	Saline
961	20	Saline
351	20	Saline
258	20	Saline
432	20	Saline
64	20	Saline
301	20	Non-saline
1586	20	Non-saline
334	20	Non-saline
289	20	Non-saline
174	20	Non-saline
172	20	Non-saline
304	20	Non-saline
100	20	Plant
103	20	Plant
81	20	Plant
71	20	Plant
94	20	Plant
221	20.03	Non-saline
197	20.03	Non-saline
181	20.04	Non-saline
151	20.04	Non-saline
120	20.05	Non-saline
127	20.05	Non-saline
181	20.08	Non-saline
171	20.08	Non-saline
155	20.08	Non-saline
146	20.08	Non-saline
261	20.1	Non-saline
139	20.1	Non-saline
82	20.1	Non-saline
61	20.1	Non-saline
495	20.1	Non-saline
754	20.1	Non-saline
353	20.1	Non-saline
134	20.1	Plant
199	20.1	Plant
101	20.1	Plant
210	20.1	Plant
191	20.1	Plant
127	20.1	Plant
130	20.1	Plant
80	20.1	Plant
88	20.1	Plant
111	20.1	Plant
311	20.13	Non-saline
293	20.13	Non-saline
126	20.13	Non-saline
297	20.14	Non-saline
270	20.16	Non-saline
157	20.18	Non-saline
219	20.18	Non-saline
207	20.18	Non-saline
331	20.18	Non-saline
151	20.19584274	Plant
117	20.19584274	Plant
165	20.19584274	Plant
127	20.19584274	Plant
173	20.19584274	Plant
121	20.2	Non-saline
220	20.2	Non-saline
106	20.2	Non-saline
215	20.2	Non-saline
294	20.2	Non-saline
346	20.2	Non-saline
248	20.2	Plant
380	20.2	Plant
262	20.2	Plant
304	20.2	Plant
331	20.2	Plant
165	20.2	Plant
152	20.2	Plant
172	20.2	Plant
169	20.2	Plant
94	20.2	Plant
105	20.2	Plant
246	20.2	Plant
181	20.2	Plant
164	20.2	Plant
208	20.2	Plant
219	20.2	Plant
85	20.2	Plant
202	20.2	Plant
131	20.2	Plant
55	20.2	Plant
222	20.2	Plant
178	20.2	Plant
389	20.2	Plant
455	20.2	Plant
222	20.2	Plant
213	20.2	Plant
399	20.2	Plant
91	20.2	Plant
195	20.2	Plant
191	20.2	Plant
248	20.2	Plant
296	20.2	Plant
264	20.2	Plant
160	20.2	Plant
194	20.2	Plant
99	20.2	Plant
197	20.2	Plant
177	20.2	Plant
138	20.2	Plant
168	20.2	Plant
119	20.2	Plant
166	20.2	Plant
177	20.2	Plant
119	20.2	Plant
119	20.2	Plant
162	20.2	Plant
113	20.2	Plant
89	20.2	Plant
114	20.2	Plant
56	20.2	Plant
109	20.2	Plant
163	20.2	Plant
193	20.2	Plant
205	20.2	Plant
251	20.2	Plant
81	20.2	Plant
111	20.2	Plant
71	20.2	Plant
106	20.2	Plant
104	20.2	Plant
185	20.2	Plant
105	20.2	Plant
113	20.2	Plant
275	20.2	Plant
300	20.2	Plant
190	20.2	Plant
162	20.2	Plant
189	20.2	Plant
192	20.2	Plant
166	20.2	Plant
81	20.2	Plant
125	20.2	Plant
87	20.2	Plant
106	20.2	Plant
75	20.2	Plant
320	20.2	Plant
241	20.2	Plant
294	20.2	Plant
258	20.2	Plant
231	20.2055	Saline
357	20.21548387	Plant
206	20.21548387	Plant
242	20.21548387	Plant
162	20.21548387	Plant
94	20.21559677	Plant
122	20.21559677	Plant
127	20.21559677	Plant
150	20.21559677	Plant
159	20.23695161	Plant
83	20.23695161	Plant
349	20.23695161	Plant
149	20.23695161	Plant
310	20.23695161	Plant
270	20.27	Non-saline
139	20.27382258	Plant
139	20.27382258	Plant
127	20.27382258	Plant
116	20.27382258	Plant
203	20.27382258	Plant
99	20.27382258	Plant
90	20.27382258	Plant
79	20.27382258	Plant
122	20.27382258	Plant
118	20.27382258	Plant
169	20.27560776	Plant
130	20.27560776	Plant
119	20.27560776	Plant
198	20.27560776	Plant
251	20.27560776	Plant
318	20.3	Non-saline
236	20.3	Non-saline
271	20.3	Non-saline
167	20.3	Non-saline
371	20.3	Non-saline
96	20.3	Non-saline
213	20.3	Non-saline
346	20.3	Non-saline
542	20.3	Non-saline
198	20.33	Non-saline
168	20.33	Non-saline
201	20.33	Non-saline
333	20.33	Non-saline
315	20.33	Non-saline
206	20.34	Non-saline
109	20.4	Non-saline
123	20.4	Non-saline
134	20.4	Non-saline
195	20.4	Non-saline
792	20.4	Non-saline
306	20.4	Non-saline
87	20.4	Non-saline
443	20.4	Non-saline
1482	20.4	Non-saline
178	20.4	Non-saline
157	20.4	Non-saline
178	20.46	Non-saline
226	20.46	Non-saline
211	20.46	Non-saline
144	20.48	Non-saline
87	20.5	Non-saline
350	20.5	Non-saline
362	20.5	Non-saline
310	20.54347581	Plant
178	20.54347581	Plant
144	20.56	Non-saline
202	20.56	Non-saline
454	20.6	Plant
451	20.6	Plant
648	20.6	Plant
440	20.6	Plant
294	20.6	Plant
215	20.6	Plant
151	20.6	Plant
201	20.6	Plant
310	20.6	Plant
168	20.6	Plant
164	20.6	Non-saline
91	20.6	Non-saline
186	20.6	Non-saline
224	20.6	Non-saline
175	20.6	Non-saline
68	20.6	Non-saline
264	20.6	Non-saline
449	20.6	Non-saline
51	20.6	Non-saline
157	20.6	Non-saline
223	20.6	Non-saline
87	20.6	Non-saline
252	20.6	Non-saline
313	20.6	Non-saline
307	20.6	Non-saline
42	20.6	Non-saline
217	20.6	Non-saline
329	20.6	Non-saline
76	20.6	Plant
213	20.6	Plant
207	20.6	Plant
243	20.6	Plant
80	20.6	Plant
194	20.6	Plant
189	20.6	Plant
148	20.6	Plant
275	20.6	Plant
290	20.6	Plant
110	20.6	Plant
117	20.6	Plant
88	20.6	Plant
89	20.6	Plant
253	20.6	Plant
179	20.6	Plant
85	20.6	Plant
149	20.6	Plant
104	20.6	Plant
315	20.6	Plant
393	20.6	Plant
95	20.6	Plant
123	20.6	Plant
109	20.6	Plant
105	20.6	Plant
85	20.6	Plant
360	20.6	Plant
243	20.6	Plant
356	20.6	Plant
245	20.6	Plant
296	20.65	Non-saline
153	20.68	Non-saline
154	20.68	Non-saline
146	20.68	Non-saline
138	20.68	Non-saline
1200	20.7	Non-saline
754	20.7	Non-saline
987	20.7	Non-saline
783	20.7	Non-saline
1318	20.7	Non-saline
831	20.7	Non-saline
688	20.7	Non-saline
960	20.7	Non-saline
764	20.7	Non-saline
1408	20.7	Non-saline
930	20.7	Non-saline
754	20.7	Non-saline
867	20.7	Non-saline
696	20.7	Non-saline
1173	20.7	Non-saline
1040	20.7	Non-saline
781	20.7	Non-saline
332	20.7	Non-saline
421	20.7	Non-saline
1128	20.7	Non-saline
837	20.7	Non-saline
640	20.7	Non-saline
1172	20.7	Non-saline
1301	20.7	Non-saline
519	20.7	Non-saline
511	20.7	Non-saline
623	20.7	Non-saline
486	20.7	Non-saline
570	20.7	Non-saline
558	20.7	Non-saline
511	20.7	Non-saline
982	20.7	Non-saline
1369	20.7	Non-saline
1056	20.7	Non-saline
1277	20.7	Non-saline
370	20.7	Non-saline
804	20.7	Non-saline
619	20.7	Non-saline
308	20.7	Non-saline
1004	20.7	Non-saline
1268	20.7	Non-saline
321	20.7	Non-saline
795	20.7	Non-saline
829	20.7	Non-saline
298	20.7	Non-saline
994	20.7	Non-saline
1254	20.7	Non-saline
715	20.7	Non-saline
1103	20.7	Non-saline
632	20.7	Non-saline
220	20.7	Non-saline
212	20.7	Non-saline
273	20.7	Non-saline
186	20.7	Non-saline
145	20.73	Non-saline
418	20.73	Non-saline
411	20.73	Non-saline
1491	20.8	Non-saline
198	20.8	Non-saline
237	20.8	Non-saline
218	20.8	Non-saline
130	20.8	Non-saline
169	20.83	Non-saline
165	20.83	Non-saline
280	20.86	Non-saline
128	20.86	Non-saline
171	20.88	Non-saline
109	20.9	Non-saline
154	20.9	Non-saline
610	20.9	Non-saline
445	20.9	Non-saline
208	20.9	Non-saline
178	20.93	Non-saline
168	20.93	Non-saline
265	20.96	Non-saline
201	20.96	Non-saline
1037	20.99	Non-saline
1263	20.99	Non-saline
1113	20.99	Non-saline
1131	20.99	Non-saline
1211	20.99	Non-saline
1165	20.99	Non-saline
1241	20.99	Non-saline
1162	20.99	Non-saline
1187	20.99	Non-saline
1169	20.99	Non-saline
1172	20.99	Non-saline
1262	20.99	Non-saline
1134	20.99	Non-saline
1177	20.99	Non-saline
1105	20.99	Non-saline
1082	20.99	Non-saline
1116	20.99	Non-saline
1078	20.99	Non-saline
1321	20.99	Non-saline
1134	20.99	Non-saline
1212	20.99	Non-saline
1151	20.99	Non-saline
1081	20.99	Non-saline
1151	20.99	Non-saline
1157	20.99	Non-saline
1159	21	Non-saline
1204	21	Non-saline
1056	21	Non-saline
1131	21	Non-saline
1311	21	Non-saline
1071	21	Non-saline
1272	21	Non-saline
1171	21	Non-saline
1178	21	Non-saline
1375	21	Non-saline
1064	21	Non-saline
1135	21	Non-saline
1128	21	Non-saline
1094	21	Non-saline
1196	21	Non-saline
1084	21	Non-saline
1152	21	Non-saline
1125	21	Non-saline
1172	21	Non-saline
1243	21	Non-saline
1118	21	Non-saline
1157	21	Non-saline
1109	21	Non-saline
1108	21	Non-saline
1160	21	Non-saline
1074	21	Non-saline
1091	21	Non-saline
1103	21	Non-saline
1085	21	Non-saline
1050	21	Non-saline
1098	21	Non-saline
1255	21	Non-saline
1156	21	Non-saline
1247	21	Non-saline
1110	21	Non-saline
1174	21	Non-saline
1358	21	Non-saline
194	21	Plant
250	21	Plant
199	21	Plant
209	21	Plant
190	21	Plant
366	21	Plant
297	21	Plant
681	21	Plant
228	21	Plant
369	21	Plant
276	21	Plant
355	21	Plant
148	21	Plant
354	21	Plant
137	21	Plant
269	21	Plant
327	21	Plant
300	21	Plant
258	21	Plant
277	21	Plant
154	21	Plant
147	21	Plant
142	21	Plant
108	21	Plant
141	21	Plant
221	21	Non-saline
157	21	Non-saline
185	21	Non-saline
227	21.05	Non-saline
226	21.05	Non-saline
174	21.1	Non-saline
257	21.1	Non-saline
475	21.1	Non-saline
154	21.1	Non-saline
108	21.1	Non-saline
96	21.1	Non-saline
202	21.13	Non-saline
424	21.2	Non-saline
265	21.2	Non-saline
442	21.2	Non-saline
340	21.2	Non-saline
1549	21.2	Non-saline
304	21.2	Non-saline
75	21.2	Plant
84	21.2	Plant
125	21.2	Plant
106	21.2	Plant
72	21.2	Plant
85	21.2	Plant
42	21.2	Plant
106	21.2	Plant
62	21.2	Plant
49	21.2	Plant
159	21.2	Plant
134	21.2	Plant
218	21.2	Plant
65	21.2	Plant
235	21.2	Plant
314	21.2	Plant
304	21.2	Plant
464	21.2	Plant
196	21.2	Plant
127	21.21	Non-saline
153	21.23	Non-saline
151	21.23	Non-saline
256	21.24	Non-saline
216	21.24	Non-saline
145	21.26	Non-saline
139	21.26	Non-saline
174	21.28	Non-saline
165	21.28	Non-saline
1163	21.3	Non-saline
1276	21.3	Non-saline
1167	21.3	Non-saline
1317	21.3	Non-saline
1173	21.3	Non-saline
1171	21.3	Non-saline
1244	21.3	Non-saline
1055	21.3	Non-saline
1229	21.3	Non-saline
1404	21.3	Non-saline
1083	21.3	Non-saline
1256	21.3	Non-saline
1297	21.3	Non-saline
1061	21.3	Non-saline
1210	21.3	Non-saline
1313	21.3	Non-saline
1165	21.3	Non-saline
1177	21.3	Non-saline
815	21.3	Non-saline
1193	21.3	Non-saline
1295	21.3	Non-saline
1169	21.3	Non-saline
1195	21.3	Non-saline
1123	21.3	Non-saline
1154	21.3	Non-saline
1186	21.3	Non-saline
808	21.3	Non-saline
566	21.3	Non-saline
821	21.3	Non-saline
178	21.3	Non-saline
175	21.3	Non-saline
76	21.3	Non-saline
470	21.3	Non-saline
319	21.3	Non-saline
196	21.37	Non-saline
187	21.37	Non-saline
306	21.4	Non-saline
392	21.4	Non-saline
258	21.4	Non-saline
172	21.4	Non-saline
125	21.43	Non-saline
147	21.47	Non-saline
144	21.47	Non-saline
102	21.47393548	Plant
155	21.47393548	Plant
152	21.47393548	Plant
158	21.47393548	Plant
619	21.5	Non-saline
722	21.5	Non-saline
738	21.5	Non-saline
607	21.5	Non-saline
675	21.5	Non-saline
695	21.5	Non-saline
596	21.5	Non-saline
541	21.5	Non-saline
694	21.5	Non-saline
643	21.5	Non-saline
649	21.5	Non-saline
786	21.5	Non-saline
691	21.5	Non-saline
733	21.5	Non-saline
776	21.5	Non-saline
598	21.5	Non-saline
610	21.5	Non-saline
775	21.5	Non-saline
737	21.5	Non-saline
754	21.5	Non-saline
751	21.5	Non-saline
507	21.5	Non-saline
630	21.5	Non-saline
666	21.5	Non-saline
731	21.5	Non-saline
913	21.5	Non-saline
672	21.5	Non-saline
111	21.5	Non-saline
725	21.5	Non-saline
145	21.5	Non-saline
225	21.5	Non-saline
260	21.5	Non-saline
388	21.5	Non-saline
239	21.5	Non-saline
219	21.5	Non-saline
180	21.5	Plant
155	21.5	Plant
251	21.5	Plant
116	21.5	Plant
170	21.5	Plant
168	21.5	Plant
152	21.5	Plant
136	21.5	Plant
159	21.5	Plant
96	21.5	Plant
57	21.5	Plant
172	21.5	Plant
178	21.5	Plant
136	21.5	Plant
148	21.5	Plant
275	21.5	Plant
121	21.5	Plant
143	21.5	Plant
182	21.5	Plant
205	21.5	Plant
181	21.5	Plant
192	21.5	Plant
124	21.5	Plant
186	21.5	Plant
183	21.5	Plant
134	21.5	Plant
142	21.5	Plant
161	21.5	Plant
172	21.5	Plant
109	21.53	Non-saline
98	21.53	Non-saline
95	21.53	Non-saline
172	21.55	Non-saline
152	21.55	Non-saline
170	21.56101613	Plant
174	21.56101613	Plant
84	21.56101613	Plant
142	21.56101613	Plant
145	21.56101613	Plant
224	21.58551613	Plant
28	21.58551613	Plant
126	21.58551613	Plant
375	21.58551613	Plant
131	21.58551613	Plant
424	21.6	Non-saline
216	21.6	Non-saline
182	21.6	Non-saline
917	21.6	Non-saline
152	21.62	Non-saline
151	21.63	Non-saline
138	21.63	Non-saline
128	21.65	Non-saline
169	21.65	Non-saline
149	21.65	Non-saline
114	21.67	Non-saline
109	21.67	Non-saline
145	21.68	Non-saline
182	21.68	Non-saline
152	21.68	Non-saline
303	21.7	Non-saline
145	21.7	Non-saline
133	21.7	Non-saline
273	21.73	Non-saline
112	21.73	Non-saline
98	21.73	Non-saline
95	21.8	Non-saline
145	21.8	Non-saline
117	21.8	Non-saline
134	21.8	Non-saline
132	21.8	Non-saline
262	21.8	Non-saline
243	21.84	Non-saline
206	21.84	Non-saline
223	21.85	Non-saline
188	21.85	Non-saline
192	21.85	Non-saline
237	21.87	Non-saline
1166	21.9	Non-saline
1158	21.9	Non-saline
1177	21.9	Non-saline
1164	21.9	Non-saline
1127	21.9	Non-saline
1202	21.9	Non-saline
1152	21.9	Non-saline
1082	21.9	Non-saline
1129	21.9	Non-saline
1178	21.9	Non-saline
1137	21.9	Non-saline
1182	21.9	Non-saline
1101	21.9	Non-saline
1176	21.9	Non-saline
1148	21.9	Non-saline
1147	21.9	Non-saline
1064	21.9	Non-saline
1202	21.9	Non-saline
1233	21.9	Non-saline
1188	21.9	Non-saline
1248	21.9	Non-saline
1167	21.9	Non-saline
1171	21.9	Non-saline
1056	21.9	Non-saline
1241	21.9	Non-saline
1140	21.9	Non-saline
1057	21.9	Non-saline
1162	21.9	Non-saline
1192	21.9	Non-saline
1145	21.9	Non-saline
1092	21.9	Non-saline
363	21.9	Non-saline
378	21.9	Non-saline
274	21.9	Non-saline
84	21.9	Non-saline
286	21.9	Non-saline
261	21.9	Non-saline
417	21.9	Non-saline
206	21.93	Non-saline
242	21.94	Non-saline
176	21.94	Non-saline
160	21.94	Non-saline
341	22	Plant
305	22	Plant
143	22	Plant
300	22	Plant
335	22	Plant
182	22	Plant
180	22	Plant
259	22	Plant
474	22	Plant
240	22	Plant
290	22	Plant
271	22	Plant
340	22	Plant
477	22	Plant
57	22	Plant
60	22	Plant
159	22	Plant
295	22	Plant
172	22	Plant
146	22	Plant
473	22	Plant
340	22	Plant
205	22	Plant
321	22	Plant
146	22	Plant
141	22	Plant
193	22	Plant
206	22	Plant
245	22	Plant
85	22	Non-saline
261	22	Non-saline
218	22	Non-saline
445	22	Non-saline
170	22	Non-saline
151	22	Non-saline
205	22	Non-saline
110	22.07	Non-saline
108	22.07	Non-saline
226	22.07	Non-saline
177	22.07	Non-saline
356	22.1	Non-saline
478	22.1	Non-saline
316	22.1	Non-saline
427	22.1	Non-saline
121	22.1	Non-saline
308	22.1	Non-saline
152	22.1	Non-saline
131	22.1	Non-saline
98	22.1	Non-saline
83	22.1	Non-saline
122	22.15	Non-saline
115	22.15	Non-saline
338	22.16	Plant
453	22.16	Plant
491	22.16	Plant
612	22.16	Plant
563	22.16	Plant
369	22.16	Plant
168	22.16	Plant
562	22.16	Plant
607	22.16	Plant
540	22.16	Plant
310	22.16	Plant
390	22.16	Plant
108	22.17	Non-saline
105	22.17	Non-saline
132	22.18	Non-saline
121	22.18	Non-saline
183	22.22	Non-saline
254	22.2321	Saline
253	22.24	Non-saline
214	22.24	Non-saline
162	22.25	Non-saline
152	22.25	Non-saline
139	22.25	Non-saline
161	22.25	Non-saline
142	22.25	Non-saline
457	22.26	Plant
338	22.26	Plant
348	22.26	Plant
332	22.26	Plant
352	22.26	Plant
411	22.26	Plant
443	22.26	Plant
341	22.26	Plant
327	22.26	Plant
302	22.26	Plant
254	22.26	Plant
228	22.3	Non-saline
161	22.3	Non-saline
594	22.3	Non-saline
158	22.33	Non-saline
162	22.33	Non-saline
148	22.35	Non-saline
83	22.4	Non-saline
139	22.4	Non-saline
279	22.4	Non-saline
302	22.4	Non-saline
163	22.4	Non-saline
247	22.4	Non-saline
204	22.4	Non-saline
178	22.42	Non-saline
137	22.5	Non-saline
56	22.5	Non-saline
157	22.57	Non-saline
153	22.57	Non-saline
146	22.58	Non-saline
192	22.6	Non-saline
44	22.6	Non-saline
200	22.62	Non-saline
95	22.63	Non-saline
89	22.63	Non-saline
142	22.68	Non-saline
181	22.7	Non-saline
354	22.7	Non-saline
263	22.7	Non-saline
279	22.7	Non-saline
425	22.74	Plant
187	22.74	Plant
147	22.74	Plant
174	22.74	Plant
74	22.74	Plant
410	22.74	Plant
346	22.74	Plant
457	22.74	Plant
143	22.74	Plant
152	22.74	Plant
287	22.77	Non-saline
118	22.8	Non-saline
96	22.8	Non-saline
124	22.86	Plant
271	22.86	Plant
222	22.86	Plant
203	22.86	Plant
177	22.86	Plant
217	22.86	Plant
135	22.86	Plant
126	22.86	Plant
100	22.86	Plant
450	22.86	Plant
126	22.9	Non-saline
123	22.9	Non-saline
168	22.9	Non-saline
184	22.93	Non-saline
354	22.94	Non-saline
282	22.94	Non-saline
185	22.96	Non-saline
115	22.97	Non-saline
273	22.99	Plant
216	22.99	Plant
152	22.99	Plant
205	22.99	Plant
203	22.99	Plant
171	22.99	Plant
344	22.99	Plant
382	22.99	Plant
275	22.99	Plant
156	22.99	Plant
419	23	Plant
165	23	Plant
125	23	Plant
118	23	Plant
187	23	Plant
113	23	Plant
207	23	Plant
80	23	Plant
383	23	Plant
409	23	Plant
189	23	Plant
375	23	Plant
368	23	Plant
99	23	Plant
144	23	Plant
136	23	Plant
110	23	Plant
161	23	Plant
273	23	Plant
346	23	Plant
110	23	Plant
154	23	Plant
263	23	Plant
100	23	Plant
65	23	Plant
77	23	Plant
137	23	Plant
61	23	Plant
302	23	Non-saline
324	23	Non-saline
660	23	Non-saline
757	23	Non-saline
165	23	Non-saline
322	23.02	Non-saline
318	23.02	Non-saline
319	23.03	Non-saline
305	23.03	Non-saline
187	23.03	Non-saline
178	23.05	Non-saline
160	23.05	Non-saline
231	23.1	Non-saline
252	23.1	Non-saline
114	23.1	Non-saline
96	23.1	Non-saline
214	23.1	Non-saline
216	23.1	Non-saline
144	23.2	Non-saline
131	23.2	Non-saline
146	23.4	Non-saline
148	23.4	Non-saline
105	23.4	Non-saline
252	23.4	Non-saline
298	23.43	Non-saline
287	23.43	Non-saline
143	23.44	Non-saline
173	23.48	Non-saline
192	23.5	Non-saline
466	23.5	Non-saline
529	23.5	Non-saline
611	23.5	Non-saline
160	23.53	Non-saline
139	23.53	Non-saline
211	23.6	Non-saline
177	23.6	Non-saline
298	23.64	Non-saline
251	23.64	Non-saline
119	23.7	Non-saline
290	23.7	Non-saline
289	23.7	Non-saline
101	23.7	Non-saline
133	23.75	Non-saline
235	23.78	Plant
228	23.78	Plant
336	23.78	Plant
558	23.78	Plant
199	23.78	Plant
92	23.78	Plant
100	23.78	Plant
91	23.78	Plant
310	23.78	Plant
207	23.78	Plant
453	23.8	Non-saline
394	23.8	Non-saline
79	23.8	Non-saline
63	23.8	Non-saline
230	23.84	Non-saline
239	23.84	Non-saline
192	23.87	Plant
262	23.87	Plant
163	23.87	Plant
355	23.87	Plant
211	23.87	Plant
143	23.87	Plant
184	23.87	Plant
214	23.87	Plant
293	23.87	Plant
238	23.87	Plant
177	23.87	Non-saline
177	23.87	Non-saline
216	23.9	Non-saline
141	23.9	Non-saline
324	23.97	Non-saline
333	23.97	Non-saline
294	23.99	Plant
409	23.99	Plant
385	23.99	Plant
271	23.99	Plant
416	23.99	Plant
798	23.99	Plant
298	23.99	Plant
292	23.99	Plant
186	23.99	Plant
269	23.99	Plant
130	24	Non-saline
150	24	Non-saline
176	24	Non-saline
227	24	Non-saline
146	24	Non-saline
280	24	Non-saline
226	24	Non-saline
146	24	Non-saline
148	24	Non-saline
365	24.07	Plant
211	24.07	Plant
177	24.07	Plant
197	24.07	Plant
279	24.07	Plant
161	24.07	Plant
210	24.07	Plant
237	24.07	Plant
114	24.07	Plant
120	24.07	Plant
105	24.08	Non-saline
260	24.1	Non-saline
192	24.1	Non-saline
283	24.1018	Saline
150	24.2	Non-saline
130	24.2	Non-saline
330	24.22	Non-saline
194	24.25	Non-saline
241	24.26	Plant
387	24.26	Plant
288	24.26	Plant
347	24.26	Plant
328	24.26	Plant
342	24.26	Plant
391	24.26	Plant
570	24.26	Plant
385	24.26	Plant
516	24.26	Plant
141	24.3	Non-saline
219	24.3	Non-saline
143	24.37	Non-saline
134	24.37	Non-saline
197	24.4	Non-saline
173	24.4	Non-saline
302	24.4	Non-saline
292	24.4	Non-saline
125	24.45	Non-saline
113	24.45	Non-saline
273	24.53	Non-saline
216	24.53	Non-saline
162	24.55	Non-saline
125	24.55	Non-saline
271	24.55	Non-saline
263	24.55	Non-saline
149	24.6	Non-saline
422	24.6294	Saline
159	24.7	Non-saline
145	24.7	Non-saline
170	24.7	Non-saline
142	24.7	Non-saline
286	24.7166	Saline
137	24.73	Non-saline
336	24.87	Non-saline
313	24.87	Non-saline
128	24.9	Non-saline
302	24.9	Non-saline
98	24.9	Non-saline
85	24.9	Non-saline
127	24.95	Non-saline
