OO	Temperature	Location
280	6.3	Non-saline
223	6.3	Non-saline
503	6.3	Non-saline
169	6.3	Non-saline
320	6.3	Non-saline
327	6.3	Non-saline
228	6.3	Non-saline
2079	6.3	Non-saline
212	6.32	Non-saline
653	6.33	Non-saline
171	6.33	Non-saline
239	6.35	Non-saline
192	6.35	Non-saline
632	6.37	Non-saline
500	6.39	Non-saline
480	6.39	Non-saline
385	6.4	Non-saline
525	6.4	Non-saline
535	6.4	Non-saline
43	6.4	Non-saline
312	6.4	Non-saline
969	6.4	Non-saline
303	6.43	Non-saline
292	6.43	Non-saline
178	6.44	Non-saline
179	6.44	Non-saline
317	6.44	Non-saline
156	6.46	Non-saline
239	6.46	Non-saline
259	6.47	Non-saline
237	6.47	Non-saline
253	6.48	Non-saline
571	6.5	Non-saline
527	6.5	Non-saline
387	6.5	Non-saline
164	6.5	Non-saline
644	6.5	Non-saline
405	6.5	Non-saline
294	6.5	Non-saline
176	6.5	Non-saline
590	6.5	Non-saline
1611	6.5	Non-saline
290	6.5	Non-saline
240	6.52	Non-saline
182	6.52	Non-saline
282	6.53	Non-saline
241	6.53	Non-saline
263	6.53	Non-saline
298	6.54	Non-saline
291	6.55	Non-saline
112	6.55	Non-saline
377	6.56	Non-saline
384	6.56	Non-saline
194	6.56	Non-saline
245	6.56	Non-saline
415	6.57	Non-saline
275	6.57	Non-saline
244	6.57	Non-saline
216	6.58	Non-saline
587	6.6	Non-saline
115	6.6	Non-saline
2419	6.6	Non-saline
1887	6.6	Non-saline
211	6.61	Non-saline
248	6.61	Non-saline
590	6.62	Non-saline
297	6.7	Non-saline
339	6.7	Non-saline
260	6.7	Non-saline
206	6.7	Non-saline
93	6.7	Non-saline
32	6.7	Non-saline
281	6.7	Non-saline
234	6.7	Non-saline
716	6.7	Non-saline
458	6.7	Non-saline
2293	6.7	Non-saline
163	6.7	Non-saline
2037	6.7	Non-saline
621	6.7	Non-saline
2256	6.7	Non-saline
763	6.71	Non-saline
185	6.73	Non-saline
250	6.75	Non-saline
308	6.76	Non-saline
660	6.76	Non-saline
269	6.78	Non-saline
233	6.8	Non-saline
218	6.8	Non-saline
388	6.8	Non-saline
295	6.8	Non-saline
1983	6.8	Non-saline
1553	6.8	Non-saline
998	6.8	Non-saline
690	6.85	Non-saline
351	6.87	Non-saline
311	6.87	Non-saline
437	6.88	Non-saline
357	6.88	Non-saline
433	6.9	Non-saline
243	6.9	Non-saline
676	6.9	Non-saline
523	6.9	Non-saline
209	6.9	Non-saline
179	6.9	Non-saline
748	6.9	Saline
2348	6.9	Non-saline
394	6.9	Non-saline
106	6.9	Saline
272	6.92	Non-saline
232	6.92	Non-saline
156	6.93	Non-saline
147	6.93	Non-saline
319	6.95	Non-saline
469	6.96	Non-saline
206	6.96	Non-saline
364	6.99	Non-saline
311	6.99	Non-saline
296	7	Non-saline
251	7	Non-saline
172	7	Non-saline
630	7	Non-saline
112	7	Non-saline
170	7	Non-saline
140	7	Non-saline
89	7	Non-saline
81	7	Non-saline
370	7	Non-saline
827	7	Non-saline
1124	7	Non-saline
1220	7	Non-saline
1921	7	Non-saline
33	7	Non-saline
282	7.03	Non-saline
255	7.03	Non-saline
166	7.0334	Saline
322	7.04	Non-saline
319	7.05	Non-saline
284	7.05	Non-saline
273	7.05	Non-saline
210	7.07	Non-saline
299	7.09	Non-saline
1367	7.1	Non-saline
1538	7.1	Non-saline
122	7.1	Non-saline
98	7.1	Non-saline
498	7.1	Non-saline
93	7.1	Non-saline
299	7.1	Non-saline
149	7.1	Non-saline
144	7.1	Non-saline
243	7.1	Non-saline
1658	7.1	Non-saline
1212	7.1	Non-saline
410	7.1	Non-saline
2247	7.1	Non-saline
1740	7.1	Non-saline
253	7.1	Non-saline
289	7.1	Non-saline
287	7.11	Non-saline
133	7.16	Non-saline
381	7.16	Non-saline
323	7.16	Non-saline
428	7.17	Non-saline
397	7.17	Non-saline
207	7.18	Non-saline
199	7.18	Non-saline
136	7.2	Non-saline
1187	7.2	Non-saline
575	7.2	Non-saline
1687	7.2	Non-saline
1060	7.2	Non-saline
226	7.23	Non-saline
185	7.25	Non-saline
228	7.3	Non-saline
208	7.3	Non-saline
251	7.3	Non-saline
277	7.3	Non-saline
221	7.3	Non-saline
531	7.3	Non-saline
1093	7.3	Non-saline
1256	7.3	Non-saline
1197	7.3	Non-saline
1720	7.3	Non-saline
272	7.32	Non-saline
232	7.32	Non-saline
234	7.34	Non-saline
163	7.35	Non-saline
113	7.38	Non-saline
211	7.4	Non-saline
227	7.4	Non-saline
422	7.4	Non-saline
333	7.4	Non-saline
415	7.4	Non-saline
97	7.4	Saline
42	7.4	Non-saline
953	7.4	Non-saline
307	7.4	Non-saline
463	7.4	Non-saline
1202	7.4	Non-saline
239	7.43	Non-saline
248	7.44	Non-saline
258	7.48	Non-saline
236	7.48	Non-saline
244	7.48	Non-saline
226	7.48	Non-saline
148	7.5	Non-saline
210	7.5	Non-saline
342	7.5	Non-saline
483	7.5	Non-saline
150	7.5	Non-saline
513	7.5	Non-saline
241	7.5	Non-saline
203	7.5	Non-saline
204	7.5	Non-saline
697	7.5	Non-saline
383	7.51	Non-saline
128	7.54	Non-saline
193	7.57	Non-saline
204	7.59	Saline
327	7.59	Saline
345	7.59	Saline
348	7.59	Non-saline
106	7.6	Non-saline
419	7.6	Non-saline
113	7.6	Non-saline
170	7.6	Non-saline
1451	7.6	Non-saline
1012	7.6	Non-saline
999	7.6	Non-saline
141	7.6	Non-saline
1425	7.6	Non-saline
246	7.62	Non-saline
398	7.64	Non-saline
172	7.65	Non-saline
141	7.65	Non-saline
376	7.7	Non-saline
290	7.7	Non-saline
334	7.7	Non-saline
309	7.7	Non-saline
323	7.7	Non-saline
231	7.7	Non-saline
358	7.7	Non-saline
652	7.7	Non-saline
117	7.7	Saline
2061	7.7	Non-saline
1387	7.7	Non-saline
1885	7.7	Non-saline
1625	7.7	Non-saline
185	7.72	Non-saline
178	7.72	Non-saline
352	7.8	Non-saline
171	7.8	Non-saline
201	7.8	Non-saline
294	7.8	Non-saline
167	7.8	Non-saline
242	7.8	Non-saline
207	7.8	Non-saline
30	7.8	Non-saline
2329	7.8	Non-saline
2530	7.8	Non-saline
635	7.8	Non-saline
2315	7.8	Non-saline
659	7.8	Non-saline
586	7.8	Non-saline
267	7.8	Non-saline
2387	7.8	Non-saline
236	7.8	Non-saline
808	7.84	Non-saline
260	7.85	Non-saline
239	7.85	Non-saline
286	7.85	Non-saline
236	7.85	Non-saline
281	7.86	Non-saline
339	7.87	Non-saline
146	7.88	Non-saline
596	7.89	Non-saline
364	7.9	Non-saline
286	7.9	Non-saline
383	7.9	Non-saline
278	7.9	Non-saline
338	7.9	Non-saline
939	7.9	Saline
514	7.9	Non-saline
2416	7.9	Non-saline
336	7.9	Non-saline
2164	7.9	Non-saline
2285	7.9	Non-saline
300	7.93	Non-saline
249	7.93	Non-saline
307	7.96	Non-saline
513	7.96	Non-saline
274	8	Non-saline
320	8	Non-saline
111	8	Non-saline
50	8	Non-saline
61	8	Non-saline
68	8	Non-saline
261	8	Non-saline
248	8	Non-saline
250	8	Saline
333	8	Saline
388	8	Saline
228	8	Non-saline
188	8	Non-saline
613	8	Non-saline
1218	8	Non-saline
852	8	Non-saline
498	8	Non-saline
629	8	Non-saline
364	8	Non-saline
417	8.04	Non-saline
242	8.05	Saline
310	8.05	Saline
223	8.05	Saline
280	8.05	Saline
149	8.05	Non-saline
130	8.05	Non-saline
290	8.05	Non-saline
220	8.05	Non-saline
172	8.05	Non-saline
232	8.05	Non-saline
194	8.05	Non-saline
2244	8.07	Non-saline
172	8.08	Non-saline
210	8.1	Non-saline
176	8.1	Non-saline
148	8.1	Non-saline
194	8.1	Non-saline
193	8.1	Non-saline
119	8.1	Non-saline
272	8.1	Non-saline
568	8.1	Non-saline
529	8.1	Non-saline
500	8.1	Non-saline
2234	8.1	Non-saline
1461	8.1	Non-saline
2178	8.1	Non-saline
713	8.1	Non-saline
556	8.1	Non-saline
162	8.15	Non-saline
133	8.15	Non-saline
408	8.2	Non-saline
413	8.2	Non-saline
214	8.2	Non-saline
254	8.2	Non-saline
259	8.2	Non-saline
232	8.2	Non-saline
151	8.2	Non-saline
911	8.2	Non-saline
2274	8.2	Non-saline
521	8.2	Non-saline
828	8.2	Non-saline
1396	8.2	Non-saline
347	8.22	Saline
360	8.22	Saline
341	8.22	Saline
205	8.23	Non-saline
195	8.23	Non-saline
344	8.24	Non-saline
242	8.25	Non-saline
225	8.25	Non-saline
167	8.26	Non-saline
582	8.27	Non-saline
380	8.3	Non-saline
264	8.3	Non-saline
189	8.3	Non-saline
2419	8.3	Non-saline
1901	8.3	Non-saline
1826	8.3	Non-saline
142	8.33	Non-saline
277	8.35	Saline
333	8.35	Saline
409	8.35	Saline
446	8.36	Non-saline
317	8.37	Non-saline
276	8.39	Non-saline
277	8.4	Non-saline
2500	8.4	Non-saline
409	8.4	Non-saline
611	8.4	Non-saline
226	8.4	Non-saline
2161	8.4	Non-saline
2599	8.4	Non-saline
754	8.4	Non-saline
381	8.43	Non-saline
405	8.48	Non-saline
225	8.5	Non-saline
154	8.5	Non-saline
311	8.5	Non-saline
275	8.5	Non-saline
143	8.5	Saline
338	8.5	Non-saline
838	8.5	Non-saline
582	8.5	Non-saline
543	8.5	Non-saline
2647	8.5	Non-saline
1133	8.5	Non-saline
883	8.5	Non-saline
240	8.53	Non-saline
321	8.53	Non-saline
194	8.54	Saline
181	8.54	Saline
199	8.54	Saline
333	8.56	Non-saline
67	8.6	Non-saline
185	8.6	Non-saline
224	8.6	Non-saline
305	8.6	Non-saline
234	8.6	Non-saline
180	8.6	Non-saline
230	8.6	Non-saline
195	8.6	Non-saline
2192	8.6	Non-saline
1311	8.6	Non-saline
603	8.6	Non-saline
1039	8.6	Non-saline
2341	8.6	Non-saline
133	8.61	Non-saline
365	8.62	Non-saline
131	8.63	Non-saline
122	8.63	Non-saline
286	8.65	Saline
447	8.65	Saline
449	8.65	Saline
290	8.65	Saline
408	8.65	Saline
427	8.65	Saline
236	8.65	Non-saline
199	8.65	Non-saline
230	8.65	Non-saline
222	8.65	Non-saline
306	8.65	Non-saline
247	8.7	Non-saline
431	8.7	Non-saline
102	8.7	Non-saline
314	8.7	Non-saline
105	8.7	Saline
260	8.7	Non-saline
712	8.7	Non-saline
313	8.7	Non-saline
2245	8.7	Non-saline
806	8.7	Non-saline
160	8.73	Non-saline
134	8.73	Non-saline
247	8.75	Non-saline
213	8.75	Non-saline
249	8.77	Non-saline
383	8.79	Non-saline
334	8.8	Non-saline
140	8.8	Non-saline
581	8.8	Non-saline
639	8.8	Non-saline
59	8.8	Non-saline
111	8.8	Non-saline
79	8.8	Non-saline
198	8.8	Non-saline
116	8.8	Saline
132	8.8	Saline
108	8.8	Saline
253	8.8	Non-saline
250	8.8	Non-saline
291	8.8	Non-saline
67	8.8	Non-saline
2593	8.8	Non-saline
2320	8.8	Non-saline
173	8.8	Saline
2262	8.8	Non-saline
309	8.81	Non-saline
248	8.81	Non-saline
286	8.82	Non-saline
320	8.82	Non-saline
142	8.83	Non-saline
132	8.83	Non-saline
241	8.83	Non-saline
237	8.85	Non-saline
256	8.88	Non-saline
368	8.8974	Saline
1470	8.9	Non-saline
239	8.9	Non-saline
298	8.9	Non-saline
134	8.9	Saline
136	8.9	Saline
130	8.9	Saline
121	8.9	Saline
1979	8.9	Non-saline
729	8.9	Non-saline
560	8.9	Non-saline
1662	8.9	Non-saline
114	8.92	Saline
151	8.92	Saline
167	8.92	Saline
251	8.94	Saline
427	8.94	Saline
436	8.94	Saline
384	8.96	Non-saline
155	8.9626	Saline
402	8.99	Non-saline
120	9	Saline
106	9	Saline
166	9	Saline
137	9	Saline
119	9	Saline
102	9	Saline
139	9	Saline
121	9	Saline
250	9	Non-saline
495	9	Non-saline
782	9	Non-saline
1956	9	Non-saline
1126	9	Non-saline
1083	9	Non-saline
62	9	Non-saline
1536	9	Non-saline
231	9	Non-saline
1313	9	Non-saline
388	9	Non-saline
373	9.01	Non-saline
246	9.02	Non-saline
377	9.06	Non-saline
291	9.06	Non-saline
186	9.07	Non-saline
204	9.08	Non-saline
153	9.09	Saline
210	9.09	Saline
186	9.09	Saline
1139	9.1	Non-saline
221	9.1	Non-saline
352	9.1	Non-saline
111	9.1	Saline
120	9.1	Saline
111	9.1	Saline
354	9.1	Non-saline
275	9.1	Non-saline
2115	9.1	Non-saline
2278	9.1	Non-saline
388	9.1	Non-saline
315	9.11	Non-saline
325	9.16	Non-saline
207	9.16	Non-saline
1131	9.2	Non-saline
1305	9.2	Non-saline
1129	9.2	Non-saline
182	9.2	Non-saline
243	9.2	Non-saline
158	9.2	Non-saline
394	9.2	Non-saline
322	9.2	Non-saline
523	9.2	Non-saline
155	9.2	Non-saline
395	9.2	Non-saline
123	9.2	Saline
117	9.2	Saline
180	9.2	Non-saline
443	9.2	Non-saline
443	9.2	Non-saline
628	9.2	Non-saline
1943	9.2	Non-saline
2699	9.2	Non-saline
1951	9.2	Non-saline
2575	9.2	Non-saline
414	9.22	Non-saline
136	9.22	Non-saline
126	9.22	Non-saline
89	9.25	Non-saline
267	9.28	Non-saline
535	9.28	Non-saline
285	9.29	Non-saline
1214	9.3	Non-saline
730	9.3	Non-saline
743	9.3	Non-saline
125	9.3	Non-saline
104	9.3	Non-saline
139	9.3	Non-saline
159	9.3	Non-saline
244	9.3	Non-saline
265	9.3	Non-saline
138	9.3	Saline
2257	9.3	Non-saline
164	9.3	Non-saline
735	9.3	Non-saline
1924	9.3	Non-saline
313	9.38	Non-saline
254	9.4	Saline
526	9.4	Saline
168	9.4	Non-saline
243	9.4	Non-saline
138	9.4	Saline
102	9.4	Saline
250	9.4	Non-saline
209	9.4	Non-saline
445	9.4	Non-saline
826	9.4	Non-saline
611	9.4	Non-saline
590	9.4	Non-saline
503	9.4	Non-saline
208	9.4	Non-saline
1807	9.4	Non-saline
2087	9.4	Non-saline
130	9.4	Saline
331	9.44	Non-saline
211	9.48	Non-saline
253	9.48	Non-saline
335	9.5	Non-saline
77	9.5	Non-saline
139	9.5	Saline
1258	9.5	Non-saline
2102	9.5	Non-saline
1660	9.5	Non-saline
2781	9.5	Non-saline
346	9.51	Non-saline
383	9.5295	Saline
432	9.54	Non-saline
236	9.55	Non-saline
354	9.56	Non-saline
139	9.6	Non-saline
386	9.6	Non-saline
104	9.6	Saline
102	9.6	Saline
112	9.6	Saline
675	9.6	Non-saline
737	9.6	Non-saline
679	9.6	Non-saline
104	9.6	Non-saline
2187	9.6	Non-saline
1327	9.6	Non-saline
449	9.6	Non-saline
264	9.6	Non-saline
194	9.6	Non-saline
248	9.63	Non-saline
208	9.63	Non-saline
237	9.63	Non-saline
217	9.63	Non-saline
176	9.63	Non-saline
2258	9.67	Non-saline
308	9.67	Non-saline
264	9.68	Saline
388	9.68	Saline
349	9.68	Saline
453	9.68	Saline
134	9.7	Saline
123	9.7	Saline
110	9.7	Saline
479	9.7	Non-saline
466	9.7	Non-saline
2363	9.7	Non-saline
1800	9.7	Non-saline
1898	9.7	Non-saline
310	9.7	Non-saline
492	9.7	Non-saline
859	9.7	Non-saline
317	9.7	Non-saline
314	9.72	Non-saline
228	9.73	Non-saline
204	9.73	Non-saline
279	9.73	Non-saline
288	9.74	Non-saline
252	9.75	Non-saline
302	9.7522	Saline
251	9.78	Non-saline
213	9.78	Non-saline
1075	9.8	Non-saline
522	9.8	Non-saline
439	9.8	Non-saline
111	9.8	Saline
105	9.8	Saline
125	9.8	Saline
235	9.8	Non-saline
2189	9.8	Non-saline
1361	9.8	Non-saline
1146	9.8	Non-saline
1545	9.8	Non-saline
884	9.8	Non-saline
600	9.8	Non-saline
916	9.8	Non-saline
959	9.8	Non-saline
1826	9.8	Non-saline
1582	9.8	Non-saline
255	9.8	Non-saline
311	9.8	Non-saline
2412	9.8	Non-saline
212	9.8	Non-saline
1707	9.85	Non-saline
156	9.87	Non-saline
153	9.87	Non-saline
181	9.89	Non-saline
348	9.89	Non-saline
81	9.9	Saline
73	9.9	Saline
222	9.9	Non-saline
396	9.9	Non-saline
147	9.9	Saline
137	9.9	Saline
1912	9.9	Non-saline
1209	9.9	Non-saline
310	9.9	Non-saline
1357	9.9	Non-saline
425	9.9	Non-saline
792	9.9	Non-saline
1849	9.9	Non-saline
773	9.9	Non-saline
2476	9.9	Non-saline
106	9.9	Saline
732	9.9	Non-saline
273	9.99	Non-saline
1256	10	Non-saline
1374	10	Non-saline
331	10	Non-saline
164	10	Non-saline
181	10	Non-saline
137	10	Saline
138	10	Saline
138	10	Saline
134	10	Saline
139	10	Saline
107	10	Saline
641	10	Non-saline
52	10	Non-saline
151	10	Saline
213	10.0195	Saline
247	10.02	Non-saline
250	10.07	Non-saline
2438	10.07	Non-saline
189	10.08	Non-saline
241	10.1	Non-saline
204	10.1	Non-saline
278	10.1	Non-saline
304	10.1	Non-saline
116	10.1	Saline
126	10.1	Saline
751	10.1	Non-saline
1229	10.1	Non-saline
2205	10.1	Non-saline
2532	10.1	Non-saline
2121	10.1	Non-saline
2166	10.1	Non-saline
105	10.1	Non-saline
1719	10.1	Non-saline
1061	10.1	Non-saline
537	10.1	Non-saline
383	10.11	Non-saline
248	10.11	Non-saline
365	10.18475	Saline
234	10.19	Non-saline
1131	10.2	Non-saline
208	10.2	Non-saline
206	10.2	Non-saline
204	10.2	Non-saline
206	10.2	Non-saline
269	10.2	Non-saline
64	10.2	Non-saline
274	10.2	Non-saline
224	10.2	Non-saline
948	10.2	Non-saline
145	10.2	Non-saline
1276	10.2	Non-saline
2105	10.2	Non-saline
260	10.2	Non-saline
761	10.2	Non-saline
596	10.2	Non-saline
923	10.2	Non-saline
1733	10.2	Non-saline
82	10.21	Non-saline
697	10.23	Non-saline
172	10.25	Non-saline
1280	10.3	Non-saline
1170	10.3	Non-saline
1148	10.3	Non-saline
118	10.3	Saline
125	10.3	Saline
1296	10.3	Non-saline
209	10.3	Non-saline
350	10.3	Non-saline
282	10.31	Non-saline
220	10.36	Non-saline
259	10.37	Saline
353	10.37	Saline
439	10.37	Saline
286	10.38	Non-saline
247	10.38	Non-saline
1109	10.4	Non-saline
163	10.4	Non-saline
181	10.4	Non-saline
158	10.4	Saline
141	10.4	Saline
135	10.4	Saline
210	10.4	Non-saline
180	10.4	Non-saline
283	10.4	Non-saline
242	10.4	Non-saline
887	10.4	Non-saline
1956	10.4	Non-saline
245	10.4	Non-saline
1028	10.4	Non-saline
295	10.4	Non-saline
920	10.4	Non-saline
1458	10.4	Non-saline
284	10.4	Non-saline
224	10.41	Non-saline
260	10.43	Non-saline
354	10.44	Non-saline
248	10.45	Non-saline
284	10.45	Non-saline
275	10.45	Non-saline
207	10.47	Non-saline
207	10.47	Non-saline
268	10.48	Non-saline
295	10.48	Non-saline
787	10.5	Saline
721	10.5	Saline
1068	10.5	Non-saline
1274	10.5	Non-saline
370	10.5	Non-saline
234	10.5	Non-saline
167	10.5	Saline
389	10.5	Non-saline
1265	10.5	Non-saline
251	10.5	Non-saline
125	10.5	Non-saline
739	10.5	Non-saline
121	10.5	Saline
186	10.5	Non-saline
888	10.5	Non-saline
923	10.5	Non-saline
292	10.5	Non-saline
258	10.5	Non-saline
1346	10.5	Non-saline
265	10.52	Non-saline
257	10.52	Non-saline
1093	10.55	Non-saline
959	10.55	Non-saline
1064	10.55	Non-saline
970	10.55	Non-saline
1044	10.55	Non-saline
393	10.55	Non-saline
514	10.55	Non-saline
475	10.55	Non-saline
693	10.55	Non-saline
1126	10.55	Non-saline
1062	10.55	Non-saline
963	10.55	Non-saline
1053	10.55	Non-saline
970	10.55	Non-saline
1078	10.55	Non-saline
1133	10.55	Non-saline
766	10.55	Non-saline
441	10.55	Non-saline
594	10.55	Non-saline
556	10.55	Non-saline
1194	10.55	Non-saline
1131	10.55	Non-saline
950	10.55	Non-saline
1000	10.55	Non-saline
915	10.55	Non-saline
1069	10.55	Non-saline
782	10.55	Non-saline
375	10.55	Non-saline
508	10.55	Non-saline
458	10.55	Non-saline
1239	10.55	Non-saline
855	10.55	Non-saline
840	10.55	Non-saline
1051	10.55	Non-saline
902	10.55	Non-saline
1053	10.55	Non-saline
1077	10.55	Non-saline
505	10.55	Non-saline
463	10.55	Non-saline
471	10.55	Non-saline
1128	10.55	Non-saline
1193	10.55	Non-saline
1152	10.55	Non-saline
1046	10.55	Non-saline
1031	10.55	Non-saline
1155	10.55	Non-saline
1139	10.55	Non-saline
1086	10.55	Non-saline
996	10.55	Non-saline
1208	10.55	Non-saline
1232	10.55	Non-saline
1102	10.55	Non-saline
1177	10.55	Non-saline
1085	10.55	Non-saline
1188	10.55	Non-saline
1115	10.55	Non-saline
1177	10.55	Non-saline
1178	10.55	Non-saline
1145	10.55	Non-saline
1066	10.55	Non-saline
1218	10.55	Non-saline
349	10.55	Non-saline
486	10.55	Non-saline
406	10.55	Non-saline
498	10.55	Non-saline
1061	10.55	Non-saline
1150	10.55	Non-saline
1090	10.55	Non-saline
1058	10.55	Non-saline
1046	10.55	Non-saline
1111	10.55	Non-saline
432	10.55	Non-saline
482	10.55	Non-saline
356	10.55	Non-saline
462	10.55	Non-saline
1065	10.55	Non-saline
1123	10.55	Non-saline
1020	10.55	Non-saline
1076	10.55	Non-saline
1079	10.55	Non-saline
1063	10.55	Non-saline
436	10.55	Non-saline
547	10.55	Non-saline
1064	10.55	Non-saline
1137	10.55	Non-saline
1061	10.55	Non-saline
1002	10.55	Non-saline
1167	10.55	Non-saline
1119	10.55	Non-saline
433	10.55	Non-saline
334	10.55	Non-saline
505	10.55	Non-saline
1311	10.55	Non-saline
103	10.55	Non-saline
963	10.6	Saline
1009	10.6	Saline
1039	10.6	Saline
1054	10.6	Saline
1078	10.6	Saline
1042	10.6	Saline
1276	10.6	Saline
928	10.6	Saline
916	10.6	Saline
1047	10.6	Non-saline
282	10.6	Non-saline
254	10.6	Non-saline
233	10.6	Non-saline
1308	10.6	Non-saline
2024	10.6	Non-saline
528	10.6	Non-saline
692	10.6	Non-saline
1436	10.6	Non-saline
448	10.6	Non-saline
1207	10.6	Non-saline
212	10.61	Non-saline
190	10.62	Non-saline
202	10.65	Non-saline
174	10.65	Non-saline
1206	10.7	Non-saline
188	10.7	Non-saline
222	10.7	Non-saline
172	10.7	Non-saline
373	10.7	Non-saline
302	10.7	Non-saline
1094	10.7	Non-saline
1339	10.7	Non-saline
354	10.7	Non-saline
476	10.7	Non-saline
86	10.7	Non-saline
1111	10.7	Non-saline
389	10.71	Non-saline
192	10.74	Non-saline
1358	10.8	Saline
916	10.8	Saline
767	10.8	Saline
1147	10.8	Saline
986	10.8	Saline
1473	10.8	Saline
1228	10.8	Saline
867	10.8	Saline
997	10.8	Saline
1048	10.8	Saline
632	10.8	Saline
133	10.8	Non-saline
74	10.8	Non-saline
470	10.8	Non-saline
575	10.8	Non-saline
139	10.8	Saline
2121	10.8	Non-saline
690	10.8	Non-saline
418	10.8	Non-saline
841	10.8	Non-saline
581	10.81	Non-saline
158	10.83	Non-saline
281	10.84	Non-saline
243	10.85	Non-saline
423	10.85	Non-saline
309	10.85	Non-saline
247	10.85	Non-saline
278	10.88	Non-saline
935	10.9	Non-saline
1209	10.9	Non-saline
110	10.9	Non-saline
311	10.9	Non-saline
63	10.9	Non-saline
299	10.9	Non-saline
152	10.9	Non-saline
75	10.9	Non-saline
301	10.9	Non-saline
281	10.9	Non-saline
128	10.9	Saline
128	10.9	Saline
116	10.9	Saline
125	10.9	Saline
251	10.9	Non-saline
987	10.9	Non-saline
2329	10.9	Non-saline
557	10.9	Non-saline
755	10.9	Non-saline
374	10.9	Non-saline
293	10.9	Non-saline
2390	10.9	Non-saline
596	10.9	Non-saline
125	10.9	Non-saline
1184	10.91	Non-saline
325	10.92	Non-saline
248	10.95	Non-saline
215	10.95	Non-saline
269	10.97	Non-saline
269	10.99	Non-saline
248	10.99	Non-saline
1039	11	Saline
716	11	Saline
1073	11	Saline
1219	11	Saline
1350	11	Saline
1651	11	Saline
952	11	Saline
1752	11	Saline
1144	11	Saline
1054	11	Saline
999	11	Saline
1566	11	Saline
1013	11	Saline
667	11	Saline
1246	11	Saline
707	11	Saline
1111	11	Saline
1184	11	Saline
1166	11	Saline
974	11	Saline
537	11	Saline
717	11	Saline
989	11	Saline
866	11	Saline
861	11	Saline
985	11	Saline
663	11	Saline
929	11	Saline
900	11	Saline
1006	11	Saline
620	11	Saline
952	11	Saline
945	11	Saline
879	11	Saline
1133	11	Saline
1063	11	Saline
887	11	Saline
957	11	Saline
124	11	Saline
131	11	Saline
147	11	Saline
129	11	Saline
182	11	Non-saline
140	11	Non-saline
1426	11	Non-saline
308	11	Non-saline
880	11	Non-saline
286	11	Non-saline
351	11	Non-saline
210	11	Non-saline
690	11	Non-saline
804	11	Non-saline
981	11	Non-saline
736	11	Non-saline
1168	11	Non-saline
191	11	Non-saline
538	11	Non-saline
53	11	Non-saline
282	11.01	Non-saline
256	11.01	Non-saline
474	11.01	Non-saline
196	11.05	Non-saline
688	11.1	Saline
991	11.1	Saline
508	11.1	Saline
765	11.1	Saline
641	11.1	Saline
940	11.1	Saline
599	11.1	Saline
1005	11.1	Non-saline
1210	11.1	Non-saline
372	11.1	Non-saline
256	11.1	Non-saline
261	11.1	Non-saline
113	11.1	Non-saline
106	11.1	Non-saline
180	11.1	Non-saline
149	11.1	Non-saline
2013	11.1	Non-saline
274	11.1	Non-saline
1096	11.1	Non-saline
381	11.1	Non-saline
286	11.1	Non-saline
796	11.1	Non-saline
208	11.1	Non-saline
749	11.1	Non-saline
894	11.1	Saline
521	11.1	Non-saline
1164	11.11	Non-saline
192	11.11	Non-saline
125	11.15	Non-saline
322	11.15	Non-saline
186	11.17	Non-saline
356	11.18	Non-saline
393	11.2	Non-saline
382	11.2	Non-saline
257	11.2	Non-saline
139	11.2	Non-saline
283	11.2	Non-saline
111	11.2	Non-saline
318	11.2	Non-saline
157	11.2	Non-saline
250	11.2	Non-saline
293	11.2	Non-saline
226	11.2	Non-saline
936	11.2	Non-saline
150	11.2	Saline
980	11.2	Non-saline
429	11.2	Non-saline
177	11.2	Non-saline
704	11.2	Non-saline
585	11.2	Non-saline
1862	11.2	Non-saline
162	11.23	Non-saline
122	11.23	Non-saline
134	11.25	Non-saline
629	11.25	Non-saline
428	11.29	Non-saline
192	11.3	Non-saline
273	11.3	Non-saline
247	11.3	Non-saline
235	11.3	Non-saline
389	11.3	Non-saline
1717	11.3	Non-saline
629	11.3	Non-saline
396	11.3	Non-saline
730	11.3	Non-saline
321	11.34	Non-saline
286	11.34	Non-saline
233	11.35	Non-saline
388	11.35	Non-saline
230	11.38	Non-saline
352	11.3867	Saline
428	11.4	Non-saline
335	11.4	Non-saline
368	11.4	Non-saline
566	11.4	Non-saline
656	11.4	Non-saline
396	11.4	Non-saline
1333	11.4	Non-saline
510	11.4	Non-saline
905	11.4	Saline
1207	11.4	Non-saline
1527	11.4	Non-saline
41	11.4	Non-saline
1012	11.4	Non-saline
136	11.4	Saline
1303	11.4	Non-saline
1876	11.4	Non-saline
1849	11.4	Non-saline
1966	11.4	Non-saline
951	11.4	Non-saline
1565	11.4	Non-saline
200	11.43	Non-saline
300	11.44	Non-saline
250	11.45	Non-saline
221	11.45	Non-saline
145	11.48	Saline
163	11.48	Saline
150	11.48	Saline
169	11.48	Saline
304	11.5	Non-saline
461	11.5	Non-saline
250	11.5	Non-saline
182	11.5	Non-saline
234	11.5	Non-saline
196	11.5	Non-saline
173	11.5	Non-saline
157	11.5	Non-saline
244	11.5	Non-saline
1377	11.5	Non-saline
1099	11.5	Non-saline
760	11.5	Non-saline
48	11.5	Non-saline
1370	11.5	Non-saline
1667	11.5	Non-saline
1194	11.5	Non-saline
