Location	Temperature	Shannon Index
Non-saline	19	8.696437704
Non-saline	19	7.488455852
Non-saline	19	8.596791024
Non-saline	19	8.525724515
Non-saline	19	6.48448609
Non-saline	19	8.432176343
Non-saline	19	8.827076376
Non-saline	19	7.612380288
Non-saline	19	8.90663319
Non-saline	19	8.490194469
Non-saline	19	7.792367591
Non-saline	19	7.855046451
Non-saline	19	8.564138488
Non-saline	19	7.540941768
Non-saline	19	8.827715685
Non-saline	19	7.939186148
Non-saline	19	7.907924974
Non-saline	19	7.90232178
Non-saline	19	8.058237993
Non-saline	19	7.338003797
Non-saline	19	6.978807163
Non-saline	19	5.994822365
Non-saline	19	8.422416521
Non-saline	19	7.949749535
Non-saline	19	6.417364463
Non-saline	19	6.993482693
Non-saline	19	5.831403973
Non-saline	19	7.866474966
Non-saline	19	8.639977578
Non-saline	19	7.545698332
Non-saline	19	7.252372437
Non-saline	19	5.499501429
Non-saline	19	8.164557483
Non-saline	19	8.474568714
Non-saline	19	7.921535394
Non-saline	19	8.113836436
Non-saline	19	7.537701793
Non-saline	19	6.6798943
Non-saline	19	7.213830812
Non-saline	19	6.919129843
Non-saline	19	8.382480209
Non-saline	19	7.959409464
Non-saline	19	6.719696444
Non-saline	19	6.739600323
Non-saline	19	7.543926715
Non-saline	19	5.835685136
Non-saline	19	6.682519302
Non-saline	19	6.773982972
Non-saline	19	6.055287998
Non-saline	19	5.909732605
Non-saline	19	6.817479709
Non-saline	19	7.411158305
Non-saline	19	5.150961974
Non-saline	19	6.84874277
Non-saline	19	6.806917056
Non-saline	19	7.017853331
Non-saline	19	5.521070973
Non-saline	19	9.013109576
Non-saline	19	7.049665969
Non-saline	19	7.108066295
Non-saline	19	5.961069418
Non-saline	19	6.640470507
Non-saline	19	6.170896636
Non-saline	19	9.148553022
Non-saline	19	8.878851664
Non-saline	19	6.72371496
Non-saline	19	7.120774223
Non-saline	19	5.209208197
Non-saline	19	6.563333197
Non-saline	19	4.285768717
Non-saline	19	7.865551351
Non-saline	19	9.074298302
Non-saline	19	9.108726738
Non-saline	19	6.646052329
Non-saline	19	6.868373919
Non-saline	19	5.690860689
Non-saline	19	5.822617372
Non-saline	19	4.840474521
Non-saline	19	7.997408065
Non-saline	19	8.87612979
Non-saline	19	8.892310652
Non-saline	19	6.593098076
Non-saline	19	5.439388272
Non-saline	19	5.178928873
Non-saline	19	6.110478473
Non-saline	19	7.898887086
Non-saline	19	8.295103181
Non-saline	19	8.442845897
Non-saline	19	6.678516962
Non-saline	19	5.583666064
Non-saline	19	4.895998758
Non-saline	19	6.897659913
Non-saline	19	8.160411174
Non-saline	19	7.177137211
Non-saline	19	6.045684431
Non-saline	19	6.892158719
Non-saline	19	6.573180048
Non-saline	19	5.987647981
Non-saline	19	7.134925299
Non-saline	19	5.228426713
Non-saline	19	6.59970996
Non-saline	19	6.061084169
Non-saline	19	8.011121455
Non-saline	19	6.728288539
Non-saline	19	5.561794096
Non-saline	19	6.716719367
Non-saline	19	4.745498162
Non-saline	19	6.260493145
Non-saline	19	4.932589725
Non-saline	19	5.742463553
Non-saline	19	6.259425413
Non-saline	19	4.844038757
Non-saline	19	7.630783686
Non-saline	19	8.30027759
Non-saline	19	8.078982053
Non-saline	19	7.727614849
Non-saline	19	8.642651319
Non-saline	19	7.400604773
Non-saline	19	8.520145711
Non-saline	19	8.426873509
Non-saline	19	7.654790435
Non-saline	19	6.039109052
Non-saline	19	5.76031388
Non-saline	19	4.551024653
Non-saline	19	6.063971557
Non-saline	19	5.757606221
Non-saline	19	4.524040962
Non-saline	19	6.924186417
Non-saline	19	7.39370049
Non-saline	19	7.296598957
Non-saline	19	6.967271097
Non-saline	19	6.260641435
Non-saline	19	7.540221077
Non-saline	19	4.854014108
Non-saline	19	6.781501607
Non-saline	19	6.596537993
Saline	19	1.771914695
Saline	19	3.354402358
Non-saline	19	5.310335069
Non-saline	19	6.260000933
Non-saline	19	5.46895759
Non-saline	19	5.479235866
Non-saline	19	4.582417633
Non-saline	19	4.529404156
Non-saline	19	5.697339287
Non-saline	19	6.435289235
Non-saline	19	5.636919206
Non-saline	19.02	5.003317915
Non-saline	19.03	4.71730937
Non-saline	19.03	5.209382664
Non-saline	19.03	5.13237139
Non-saline	19.04	5.889613462
Saline	19.05	7.816986263
Non-saline	19.09	5.363095727
Non-saline	19.09	5.38380086
Non-saline	19.1	5.660267742
Non-saline	19.1	6.361473928
Non-saline	19.1	4.746434716
Non-saline	19.1	6.488756724
Non-saline	19.1	4.002620425
Non-saline	19.1	2.510306462
Non-saline	19.1	3.630117961
Non-saline	19.1	2.640776422
Non-saline	19.1	3.529054607
Non-saline	19.1	1.918018777
Non-saline	19.1	2.757190439
Non-saline	19.1	2.626466254
Saline	19.1	8.662281209
Non-saline	19.1	4.741702617
Non-saline	19.1	3.940871556
Non-saline	19.1	4.468888766
Non-saline	19.1	3.881750755
Non-saline	19.1	4.775433604
Non-saline	19.1	4.751721468
Non-saline	19.1	6.00148605
Non-saline	19.1	6.12646215
Saline	19.11	7.788338037
Non-saline	19.14	4.312473109
Non-saline	19.15	6.1878637
Non-saline	19.15	6.187245262
Non-saline	19.15	5.225478349
Non-saline	19.16	5.644340369
Non-saline	19.18	6.730796121
Non-saline	19.2	4.379627776
Non-saline	19.2	3.962670372
Non-saline	19.2	3.081474101
Non-saline	19.2	2.49912065
Non-saline	19.2	5.946552284
Non-saline	19.2	7.171797961
Non-saline	19.2	4.004303638
Non-saline	19.2	5.448855014
Non-saline	19.2	4.100409066
Non-saline	19.2	6.13808992
Non-saline	19.2	6.747560968
Saline	19.26	7.9998151
Non-saline	19.28	5.997653848
Non-saline	19.3	5.94964362
Non-saline	19.3	6.855371313
Non-saline	19.3	5.04787372
Non-saline	19.3	4.577077604
Non-saline	19.3	6.065312677
Non-saline	19.3	4.229877357
Non-saline	19.3	6.562282284
Non-saline	19.3	6.058609113
Non-saline	19.3	5.041183962
Non-saline	19.3	7.260078788
Non-saline	19.3	6.456319677
Non-saline	19.3	5.773478281
Non-saline	19.33	4.678466975
Non-saline	19.35	5.230767869
Non-saline	19.35	5.204709509
Non-saline	19.4	5.086051966
Non-saline	19.4	5.546764918
Non-saline	19.4	6.21986426
Non-saline	19.4	6.401933604
Non-saline	19.4	5.856340775
Non-saline	19.4	5.772371162
Non-saline	19.4	5.562311695
Non-saline	19.4	5.475130248
Non-saline	19.4	6.656128594
Non-saline	19.4	5.369641152
Non-saline	19.45	6.537196572
Non-saline	19.45	6.601962929
Non-saline	19.5	5.196612845
Non-saline	19.5	5.78810837
Non-saline	19.5	4.659289525
Non-saline	19.5	3.865378052
Non-saline	19.5	4.854719373
Non-saline	19.5	4.186411407
Non-saline	19.5	7.816032494
Non-saline	19.5	6.419513849
Non-saline	19.5	5.359869806
Non-saline	19.5	5.823453766
Non-saline	19.5	6.13619112
Non-saline	19.54	5.23841585
Non-saline	19.6	6.243417578
Non-saline	19.66	5.721159423
Non-saline	19.68	5.09213393
Non-saline	19.68	5.104532074
Non-saline	19.7	4.876836502
Non-saline	19.7	2.105726843
Non-saline	19.7	5.917594741
Non-saline	19.7	6.756263297
Plant	19.7	4.57194234
Plant	19.7	4.957942975
Plant	19.7	4.503594657
Plant	19.7	4.607950418
Saline	19.7047	6.086729726
Non-saline	19.73	4.418983589
Non-saline	19.73	4.519321017
Non-saline	19.75	5.814532087
Non-saline	19.75	5.828573724
Non-saline	19.78	5.114611719
Non-saline	19.78	6.655843946
Non-saline	19.78	6.57788856
Non-saline	19.8	7.923842614
Non-saline	19.8	4.973037539
Non-saline	19.8	3.896446778
Non-saline	19.8	3.558109143
Plant	19.8	4.989576977
Plant	19.8	4.688477803
Plant	19.8	4.190283703
Plant	19.8	3.636961913
Plant	19.8	6.050497549
Plant	19.8	5.757125715
Plant	19.8	5.196752967
Plant	19.8	5.277535765
Plant	19.8	5.103911576
Plant	19.8	3.695173007
Plant	19.8	4.768573378
Plant	19.8	4.857191662
Plant	19.8	3.6369942
Plant	19.8	2.986801118
Non-saline	19.9	5.36998995
Non-saline	19.9	4.491632516
Non-saline	19.9	4.204308804
Non-saline	19.9	6.704029176
Non-saline	19.9	4.458673657
Non-saline	19.9	4.931528317
Non-saline	19.9	4.84357791
Non-saline	19.9	7.192652211
Non-saline	19.9	7.192251527
Non-saline	19.9	5.519561568
Non-saline	19.9	5.561511245
Plant	19.9	4.738270125
Plant	19.9	4.834873321
Plant	19.9	4.351724173
Plant	19.9	4.613181973
Plant	19.9	5.226965781
Non-saline	19.95	5.509325975
Non-saline	19.95	5.512914364
Plant	19.95410345	3.875035524
Plant	19.95410345	5.077785849
Plant	19.95410345	4.573072821
Plant	19.95410345	3.690281338
Plant	19.95410345	3.902239221
Plant	19.95410345	2.621333964
Plant	19.95410345	4.255315915
Plant	19.95410345	4.198716477
Plant	19.95410345	5.401039046
Plant	19.95410345	4.093668522
Saline	20	3.397852046
Saline	20	3.742552709
Saline	20	2.885989704
Saline	20	1.300795106
Saline	20	6.468018206
Saline	20	8.50989678
Saline	20	8.13550187
Saline	20	8.030179156
Saline	20	6.059329976
Saline	20	5.116521229
Saline	20	6.349243392
Saline	20	3.111454651
Non-saline	20	5.776386654
Non-saline	20	9.332116763
Non-saline	20	6.023188314
Non-saline	20	6.004470954
Non-saline	20	5.017542731
Non-saline	20	5.131432068
Non-saline	20	6.039012189
Plant	20	3.732163271
Plant	20	2.985387939
Plant	20	3.810899847
Plant	20	2.484532356
Plant	20	2.88801344
Non-saline	20.03	4.696896492
Non-saline	20.03	4.609591392
Non-saline	20.04	5.284925135
Non-saline	20.04	5.271715588
Non-saline	20.05	4.935477269
Non-saline	20.05	5.048650713
Non-saline	20.08	5.309462964
Non-saline	20.08	5.301334493
Non-saline	20.08	4.930346599
Non-saline	20.08	4.968829599
Non-saline	20.1	5.72690266
Non-saline	20.1	3.71781742
Non-saline	20.1	2.979958856
Non-saline	20.1	2.890764519
Non-saline	20.1	7.048689705
Non-saline	20.1	7.064487179
Non-saline	20.1	6.740598468
Plant	20.1	4.228038274
Plant	20.1	4.542946156
Plant	20.1	3.832785285
Plant	20.1	5.124562332
Plant	20.1	5.061996107
Plant	20.1	3.822822896
Plant	20.1	4.393878269
Plant	20.1	2.749059794
Plant	20.1	3.248335661
Plant	20.1	3.701048373
Non-saline	20.13	6.316400704
Non-saline	20.13	6.275975659
Non-saline	20.13	4.660014543
Non-saline	20.14	6.284225527
Non-saline	20.16	6.452584794
Non-saline	20.18	4.791359203
Non-saline	20.18	5.219836124
Non-saline	20.18	5.216108725
Non-saline	20.18	6.406942046
Plant	20.19584274	4.356113976
Plant	20.19584274	3.955201082
Plant	20.19584274	5.198440257
Plant	20.19584274	4.79197947
Plant	20.19584274	5.030871262
Non-saline	20.2	4.067663979
Non-saline	20.2	6.064160482
Non-saline	20.2	4.716501951
Non-saline	20.2	5.774800274
Non-saline	20.2	5.081926219
Non-saline	20.2	6.107685374
Plant	20.2	5.073607211
Plant	20.2	6.100233199
Plant	20.2	4.196595238
Plant	20.2	4.702963607
Plant	20.2	5.780523496
Plant	20.2	4.827515715
Plant	20.2	5.036046173
Plant	20.2	5.143185994
Plant	20.2	5.251648715
Plant	20.2	4.535559318
Plant	20.2	4.732003309
Plant	20.2	5.590478214
Plant	20.2	5.140345899
Plant	20.2	5.173953582
Plant	20.2	5.637790861
Plant	20.2	5.562305519
Plant	20.2	2.322280966
Plant	20.2	5.052687759
Plant	20.2	4.81767
Plant	20.2	3.176629273
Plant	20.2	6.652684844
Plant	20.2	5.639067305
Plant	20.2	5.875652335
Plant	20.2	6.98867293
Plant	20.2	5.35353874
Plant	20.2	4.694595116
Plant	20.2	6.461606071
Plant	20.2	2.949884565
Plant	20.2	5.64588128
Plant	20.2	5.350060764
Plant	20.2	5.867873814
Plant	20.2	5.472518079
Plant	20.2	5.16743108
Plant	20.2	4.500500846
Plant	20.2	5.288308931
Plant	20.2	3.772010266
Plant	20.2	4.786455354
Plant	20.2	4.675144919
Plant	20.2	5.403421548
Plant	20.2	4.855933119
Plant	20.2	4.915274596
Plant	20.2	5.110387077
Plant	20.2	5.182165388
Plant	20.2	4.950864605
Plant	20.2	4.84552953
Plant	20.2	4.647910998
Plant	20.2	5.272011928
Plant	20.2	4.3215723
Plant	20.2	4.508735985
Plant	20.2	3.91019187
Plant	20.2	4.870248643
Plant	20.2	3.913865244
Plant	20.2	4.876721809
Plant	20.2	4.956034136
Plant	20.2	5.45515264
Plant	20.2	4.409301251
Plant	20.2	5.097864974
Plant	20.2	3.790940747
Plant	20.2	4.987182695
Plant	20.2	4.712475111
Plant	20.2	4.351054321
Plant	20.2	4.001170631
Plant	20.2	3.132469561
Plant	20.2	4.996333952
Plant	20.2	5.996503406
Plant	20.2	4.935153185
Plant	20.2	4.992341149
Plant	20.2	5.481958087
Plant	20.2	5.791564236
Plant	20.2	5.480068426
Plant	20.2	3.858052784
Plant	20.2	4.88019733
Plant	20.2	4.010858842
Plant	20.2	4.129007676
Plant	20.2	4.170369827
Plant	20.2	6.08029891
Plant	20.2	5.132655399
Plant	20.2	5.587741471
Plant	20.2	5.504701346
Saline	20.2055	5.491437793
Plant	20.21548387	6.30200755
Plant	20.21548387	5.266580024
Plant	20.21548387	4.875391838
Plant	20.21548387	4.287700978
Plant	20.21559677	4.53021624
Plant	20.21559677	4.834548359
Plant	20.21559677	4.954509359
Plant	20.21559677	4.766434932
Plant	20.23695161	4.662743809
Plant	20.23695161	3.628105719
Plant	20.23695161	6.49963488
Plant	20.23695161	4.752895666
Plant	20.23695161	6.325290293
Non-saline	20.27	5.581049306
Plant	20.27382258	5.03791193
Plant	20.27382258	5.249976478
Plant	20.27382258	4.95786004
Plant	20.27382258	4.770990178
Plant	20.27382258	5.523862061
Plant	20.27382258	3.870844493
Plant	20.27382258	3.746732401
Plant	20.27382258	3.399585292
Plant	20.27382258	4.675397649
Plant	20.27382258	4.414979854
Plant	20.27560776	5.673648735
Plant	20.27560776	4.644919313
Plant	20.27560776	5.244323956
Plant	20.27560776	6.135908388
Plant	20.27560776	6.240904221
Non-saline	20.3	5.944139349
Non-saline	20.3	3.994556759
Non-saline	20.3	5.529311857
Non-saline	20.3	2.55525008
Non-saline	20.3	5.250024315
Non-saline	20.3	4.211685714
Non-saline	20.3	4.679662026
Non-saline	20.3	6.402456422
Non-saline	20.3	7.013848619
Non-saline	20.33	5.462370068
Non-saline	20.33	5.380120663
Non-saline	20.33	5.684614259
Non-saline	20.33	5.768502255
Non-saline	20.33	5.771674624
Non-saline	20.34	4.118212597
Non-saline	20.4	3.81751502
Non-saline	20.4	3.574573756
Non-saline	20.4	2.808927901
Non-saline	20.4	3.47785544
Non-saline	20.4	7.436433628
Non-saline	20.4	3.227259673
Non-saline	20.4	3.790608554
Non-saline	20.4	5.673662811
Non-saline	20.4	9.208956138
Non-saline	20.4	5.768580017
Non-saline	20.4	5.397597054
Non-saline	20.46	4.935722143
Non-saline	20.46	5.691041889
Non-saline	20.46	5.631946153
Non-saline	20.48	5.024809399
Non-saline	20.5	3.378938754
Non-saline	20.5	6.348305957
Non-saline	20.5	5.468543559
Plant	20.54347581	5.612453448
Plant	20.54347581	5.647763177
Non-saline	20.56	5.085411533
Non-saline	20.56	4.855812073
Plant	20.6	6.866982885
Plant	20.6	6.958467427
Plant	20.6	7.84447193
Plant	20.6	6.468244747
Plant	20.6	5.943147864
Plant	20.6	5.652695987
Plant	20.6	4.587636818
Plant	20.6	5.45181633
Plant	20.6	5.908423316
Plant	20.6	4.787132661
Non-saline	20.6	4.201657664
Non-saline	20.6	4.064514543
Non-saline	20.6	2.967408478
Non-saline	20.6	4.618728362
Non-saline	20.6	4.695220584
Non-saline	20.6	2.377078349
Non-saline	20.6	6.379720315
Non-saline	20.6	6.332453105
Non-saline	20.6	4.342141395
Non-saline	20.6	4.420854855
Non-saline	20.6	5.137260345
Non-saline	20.6	2.137759478
Non-saline	20.6	5.296350722
Non-saline	20.6	5.800234153
Non-saline	20.6	6.045300377
Non-saline	20.6	2.838088075
Non-saline	20.6	5.476450021
Non-saline	20.6	6.626594252
Plant	20.6	4.208839263
Plant	20.6	5.223748829
Plant	20.6	5.476532067
Plant	20.6	5.425944928
Plant	20.6	3.539560978
Plant	20.6	5.76432662
Plant	20.6	5.099563862
Plant	20.6	5.1517658
Plant	20.6	5.781287271
Plant	20.6	5.425553903
Plant	20.6	4.579977183
Plant	20.6	4.806508927
Plant	20.6	4.355168716
Plant	20.6	4.232358739
Plant	20.6	5.791271084
Plant	20.6	5.000330985
Plant	20.6	4.111656749
Plant	20.6	4.497428496
Plant	20.6	3.691532138
Plant	20.6	5.542371197
Plant	20.6	6.475963469
Plant	20.6	3.766540474
Plant	20.6	4.996781655
Plant	20.6	4.741216569
Plant	20.6	3.628431206
Plant	20.6	3.662271837
Plant	20.6	6.748898411
Plant	20.6	5.500735436
Plant	20.6	6.59955464
Plant	20.6	5.214289888
Non-saline	20.65	5.684028466
Non-saline	20.68	3.033093158
Non-saline	20.68	4.868359901
Non-saline	20.68	5.009089853
Non-saline	20.68	5.068405408
Non-saline	20.7	8.931604825
Non-saline	20.7	7.607431416
Non-saline	20.7	8.021319261
Non-saline	20.7	6.977115123
Non-saline	20.7	9.073592387
Non-saline	20.7	7.735822939
Non-saline	20.7	7.402247691
Non-saline	20.7	8.137793895
Non-saline	20.7	7.541159769
Non-saline	20.7	9.277498386
Non-saline	20.7	8.462692292
Non-saline	20.7	7.630465926
Non-saline	20.7	7.855819693
Non-saline	20.7	7.156906161
Non-saline	20.7	8.737902501
Non-saline	20.7	8.650005448
Non-saline	20.7	7.807290504
Non-saline	20.7	6.654657573
Non-saline	20.7	5.95884511
Non-saline	20.7	8.684850067
Non-saline	20.7	7.87365471
Non-saline	20.7	6.952174515
Non-saline	20.7	8.859116735
Non-saline	20.7	8.971022206
Non-saline	20.7	7.559739012
Non-saline	20.7	7.571752202
Non-saline	20.7	7.897370912
Non-saline	20.7	6.865698937
Non-saline	20.7	7.548224122
Non-saline	20.7	7.503060888
Non-saline	20.7	7.488386775
Non-saline	20.7	8.574709692
Non-saline	20.7	9.123305703
Non-saline	20.7	8.382771621
Non-saline	20.7	8.999331046
Non-saline	20.7	6.154414909
Non-saline	20.7	7.77708238
Non-saline	20.7	6.826654382
Non-saline	20.7	5.948424411
Non-saline	20.7	8.538262897
Non-saline	20.7	8.9274258
Non-saline	20.7	5.833587997
Non-saline	20.7	7.766108984
Non-saline	20.7	7.847761822
Non-saline	20.7	5.131257188
Non-saline	20.7	8.437715542
Non-saline	20.7	8.934146207
Non-saline	20.7	7.499475054
Non-saline	20.7	8.551001612
Non-saline	20.7	6.87000846
Non-saline	20.7	3.293019277
Non-saline	20.7	5.588151446
Non-saline	20.7	4.186553886
Non-saline	20.7	4.332231564
Non-saline	20.73	4.995875
Non-saline	20.73	5.220927579
Non-saline	20.73	5.27681426
Non-saline	20.8	9.242357142
Non-saline	20.8	6.0599973
Non-saline	20.8	5.136969017
Non-saline	20.8	4.276234805
Non-saline	20.8	6.040076734
Non-saline	20.83	5.304747937
Non-saline	20.83	5.215369277
Non-saline	20.86	5.636226261
Non-saline	20.86	4.879095059
Non-saline	20.88	4.82591728
Non-saline	20.9	3.70336866
Non-saline	20.9	4.538020487
Non-saline	20.9	7.032957814
Non-saline	20.9	4.436291291
Non-saline	20.9	5.828532659
Non-saline	20.93	5.367699723
Non-saline	20.93	5.445526185
Non-saline	20.96	6.132067782
Non-saline	20.96	6.007037393
Non-saline	20.99	8.704978133
Non-saline	20.99	9.00363013
Non-saline	20.99	8.751685964
Non-saline	20.99	8.708506107
Non-saline	20.99	8.916586345
Non-saline	20.99	8.679921599
Non-saline	20.99	8.893142397
Non-saline	20.99	8.78281973
Non-saline	20.99	8.834141662
Non-saline	20.99	8.681207625
Non-saline	20.99	8.77386783
Non-saline	20.99	8.949686678
Non-saline	20.99	8.710975216
Non-saline	20.99	8.898987589
Non-saline	20.99	8.645063416
Non-saline	20.99	8.780085293
Non-saline	20.99	8.639960449
Non-saline	20.99	8.527664144
Non-saline	20.99	9.023693887
Non-saline	20.99	8.569958052
Non-saline	20.99	8.809647562
Non-saline	20.99	8.619671901
Non-saline	20.99	8.476480425
Non-saline	20.99	8.866731077
Non-saline	20.99	8.686586499
Non-saline	21	8.770618413
Non-saline	21	8.774525336
Non-saline	21	8.443276445
Non-saline	21	8.673969894
Non-saline	21	8.878795228
Non-saline	21	8.442260495
Non-saline	21	8.904278702
Non-saline	21	8.653073231
Non-saline	21	8.731618952
Non-saline	21	9.269048614
Non-saline	21	8.386364542
Non-saline	21	8.574227289
Non-saline	21	8.565386137
Non-saline	21	8.446591699
Non-saline	21	8.829304687
Non-saline	21	8.73950015
Non-saline	21	8.842754109
Non-saline	21	8.579367321
Non-saline	21	8.578417709
Non-saline	21	8.853478964
Non-saline	21	8.73314147
Non-saline	21	8.869816487
Non-saline	21	8.521121626
Non-saline	21	8.487047216
Non-saline	21	8.569401299
Non-saline	21	8.734986173
Non-saline	21	8.667918081
Non-saline	21	8.458003023
Non-saline	21	8.758212789
Non-saline	21	8.654748899
Non-saline	21	8.541364255
Non-saline	21	8.794029571
Non-saline	21	8.73179151
Non-saline	21	8.915122014
Non-saline	21	8.606196169
Non-saline	21	8.835099463
Non-saline	21	8.963556391
Plant	21	5.410944029
Plant	21	5.118083852
Plant	21	4.856093033
Plant	21	5.451316889
Plant	21	5.023165701
Plant	21	6.25670685
Plant	21	5.972682987
Plant	21	8.00057889
Plant	21	4.378607046
Plant	21	6.094295975
Plant	21	6.185817132
Plant	21	6.28852288
Plant	21	4.989197585
Plant	21	6.718157906
Plant	21	4.133295282
Plant	21	5.639326602
Plant	21	5.663074161
Plant	21	5.816648653
Plant	21	5.486766985
Plant	21	6.033362739
Plant	21	4.782952378
Plant	21	4.757670658
Plant	21	4.866525127
Plant	21	4.213974942
Plant	21	5.070073829
Non-saline	21	4.526905937
Non-saline	21	4.4111204
Non-saline	21	4.891759314
Non-saline	21.05	5.867595847
Non-saline	21.05	5.86632895
Non-saline	21.1	5.702374157
Non-saline	21.1	5.909090225
Non-saline	21.1	7.066638997
Non-saline	21.1	4.3930753
Non-saline	21.1	4.054571932
Non-saline	21.1	4.014739497
Non-saline	21.13	4.796598311
Non-saline	21.2	6.167813337
Non-saline	21.2	5.417210195
Non-saline	21.2	5.094857352
Non-saline	21.2	5.506286603
Non-saline	21.2	9.326178749
Non-saline	21.2	6.430455226
Plant	21.2	4.113411393
Plant	21.2	3.563677222
Plant	21.2	4.128847382
Plant	21.2	4.190764475
Plant	21.2	3.564604423
Plant	21.2	4.580535432
Plant	21.2	2.517238929
Plant	21.2	4.130546194
Plant	21.2	3.569245922
Plant	21.2	2.577097912
Plant	21.2	5.234126079
Plant	21.2	4.823390453
Plant	21.2	5.931133992
Plant	21.2	3.601213367
Plant	21.2	5.126857359
Plant	21.2	5.510432916
Plant	21.2	6.424070349
Plant	21.2	6.510986674
Plant	21.2	5.802024691
Non-saline	21.21	4.646029999
Non-saline	21.23	4.835049
Non-saline	21.23	4.832314291
Non-saline	21.24	6.22383385
Non-saline	21.24	6.135620598
Non-saline	21.26	4.570192948
Non-saline	21.26	4.658907206
Non-saline	21.28	5.198913383
Non-saline	21.28	5.244618122
Non-saline	21.3	8.830384699
Non-saline	21.3	8.9888195
Non-saline	21.3	8.896782321
Non-saline	21.3	9.140346129
Non-saline	21.3	8.731428439
Non-saline	21.3	8.778424353
Non-saline	21.3	8.884837105
Non-saline	21.3	8.617327434
Non-saline	21.3	8.797655868
Non-saline	21.3	9.076475856
Non-saline	21.3	8.597025461
Non-saline	21.3	8.818800321
Non-saline	21.3	8.845746085
Non-saline	21.3	8.61721467
Non-saline	21.3	8.757865171
Non-saline	21.3	8.837200909
Non-saline	21.3	8.648592054
Non-saline	21.3	8.630105709
Non-saline	21.3	6.57327016
Non-saline	21.3	8.800174918
Non-saline	21.3	8.879287512
Non-saline	21.3	8.622977373
Non-saline	21.3	8.637431346
Non-saline	21.3	8.785455958
Non-saline	21.3	8.617036973
Non-saline	21.3	8.659554048
Non-saline	21.3	6.438518238
Non-saline	21.3	7.190750405
Non-saline	21.3	7.21822403
Non-saline	21.3	5.613010181
Non-saline	21.3	4.713556308
Non-saline	21.3	2.974786017
Non-saline	21.3	6.435410416
Non-saline	21.3	6.529325081
Non-saline	21.37	5.143985775
Non-saline	21.37	5.228173643
Non-saline	21.4	4.99586397
Non-saline	21.4	4.293640215
Non-saline	21.4	6.305395749
Non-saline	21.4	4.789950438
Non-saline	21.43	4.735256585
Non-saline	21.47	4.860672596
Non-saline	21.47	4.83844981
Plant	21.47393548	3.49002614
Plant	21.47393548	4.298329471
Plant	21.47393548	4.472075267
Plant	21.47393548	4.871523445
Non-saline	21.5	6.507649019
Non-saline	21.5	6.617741658
Non-saline	21.5	6.531845268
Non-saline	21.5	5.9262877
Non-saline	21.5	6.665481382
Non-saline	21.5	6.268128797
Non-saline	21.5	6.032681442
Non-saline	21.5	5.914463618
Non-saline	21.5	6.013719081
Non-saline	21.5	6.46177701
Non-saline	21.5	6.303653402
Non-saline	21.5	6.875312996
Non-saline	21.5	6.524777385
Non-saline	21.5	6.604741632
Non-saline	21.5	6.817958165
Non-saline	21.5	6.103893225
Non-saline	21.5	6.143880622
Non-saline	21.5	6.552151461
Non-saline	21.5	6.613712221
Non-saline	21.5	6.984381214
Non-saline	21.5	6.852901786
Non-saline	21.5	6.059020041
Non-saline	21.5	5.837305358
Non-saline	21.5	6.313372268
Non-saline	21.5	6.875955522
Non-saline	21.5	7.531865286
Non-saline	21.5	5.70859004
Non-saline	21.5	4.404385494
Non-saline	21.5	7.2331296
Non-saline	21.5	3.879471859
Non-saline	21.5	5.097014963
Non-saline	21.5	2.885575525
Non-saline	21.5	6.475923742
Non-saline	21.5	5.405177056
Non-saline	21.5	5.379975811
Plant	21.5	4.773304848
Plant	21.5	4.305378355
Plant	21.5	5.622118124
Plant	21.5	4.694279834
Plant	21.5	3.458820555
Plant	21.5	4.702351988
Plant	21.5	5.186455298
Plant	21.5	4.9564283
Plant	21.5	4.96719933
Plant	21.5	4.186900885
Plant	21.5	3.322384804
Plant	21.5	5.347102338
Plant	21.5	5.290794374
Plant	21.5	4.946606455
Plant	21.5	4.818655898
Plant	21.5	5.895767414
Plant	21.5	4.143078559
Plant	21.5	4.931031999
Plant	21.5	5.332926862
Plant	21.5	5.20275951
Plant	21.5	5.443736776
Plant	21.5	5.48174007
Plant	21.5	4.235510384
Plant	21.5	5.315403513
Plant	21.5	5.1968268
Plant	21.5	4.002206642
Plant	21.5	4.80752889
Plant	21.5	4.848441561
Plant	21.5	5.370522117
Non-saline	21.53	4.48417704
Non-saline	21.53	4.354828546
Non-saline	21.53	4.393891571
Non-saline	21.55	4.824550591
Non-saline	21.55	4.764165311
Plant	21.56101613	5.152713884
Plant	21.56101613	5.39133454
Plant	21.56101613	3.460471424
Plant	21.56101613	5.25265466
Plant	21.56101613	4.356216418
Plant	21.58551613	5.56176778
Plant	21.58551613	1.962792411
Plant	21.58551613	4.852177759
Plant	21.58551613	6.77081935
Plant	21.58551613	1.832287893
Non-saline	21.6	6.861254659
Non-saline	21.6	5.361920257
Non-saline	21.6	5.14507397
Non-saline	21.6	8.034945107
Non-saline	21.62	4.928145798
Non-saline	21.63	5.481926868
Non-saline	21.63	5.436001843
Non-saline	21.65	4.239225161
Non-saline	21.65	5.457958103
Non-saline	21.65	5.424829731
Non-saline	21.67	4.918321374
Non-saline	21.67	4.922472757
Non-saline	21.68	4.891787674
Non-saline	21.68	4.611522386
Non-saline	21.68	4.605008253
Non-saline	21.7	5.126905936
Non-saline	21.7	4.714439472
Non-saline	21.7	4.39547371
