ID	group
925.SF1y	"[2,3)"
1034.CHB1	"[2,3)"
1883.2007.443.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H05b.Kitchen.Light.Switch.2859.lane1.NoIndex.L001	"[2,3)"
1883.2007.451.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H05b.Bedroom.Floor.2836.lane1.NoIndex.L001	"[2,3)"
1883.2007.455.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H03a.Kitchen.Counter.1513.lane5.NoIndex.L005	"[2,3)"
945.P10.F1.lane3.NoIndex.L003	"[2,3)"
2192.H06b.Bathroom.Door.Knob.3270.lane2.NoIndex.L002	"[2,3)"
2192.H02a.Kitchen.Counter.865.lane2.NoIndex.L002	"[2,3)"
925.SG1y	"[2,3)"
945.P7.D1.lane2.NoIndex.L002	"[2,3)"
1883.2009.366.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
945.P7.B9.lane2.NoIndex.L002	"[2,3)"
925.SF1z	"[2,3)"
1883.2007.474.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
1883.2007.536.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.IF5x	"[2,3)"
945.P6.E3.lane2.NoIndex.L002	"[2,3)"
1883.2007.459.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P8.F10.lane2.NoIndex.L002	"[2,3)"
925.SF5y	"[2,3)"
2192.H06a.Kitchen.Counter.3001.lane1.NoIndex.L001	"[2,3)"
945.P2.F2.lane2.NoIndex.L002	"[2,3)"
925.ID5z	"[2,3)"
1883.2007.534.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H04a.Bathroom.Door.Knob.1806.lane5.NoIndex.L005	"[2,3)"
1883.2007.446.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
1883.2010.157.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
1883.2007.475.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P1.H11.lane2.NoIndex.L002	"[2,3)"
2192.H07b.Bathroom.Door.Knob.4158.lane6.NoIndex.L006	"[2,3)"
755.LSSF.GAMMA.D10.02.06.11.lane1.NoIndex.L001	"[2,3)"
945.P12.E3.lane3.NoIndex.L003	"[2,3)"
925.SF2x	"[2,3)"
638.RMK.ENR.17.2	"[2,3)"
755.LSSF.BETA.D5.09.06.11.lane1.NoIndex.L001	"[2,3)"
925.SH5z	"[2,3)"
1721.SBB2	"[2,3)"
945.P2.G11.lane2.NoIndex.L002	"[2,3)"
755.EF.EPSILON.26.05.11.lane3.NoIndex.L003	"[2,3)"
2192.H01a.Bathroom.Door.Knob.318.lane2.NoIndex.L002	"[2,3)"
945.P12.D11.lane5.NoIndex.L005	"[2,3)"
1883.2007.527.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H05b.Bathroom.Door.Knob.2670.lane5.NoIndex.L005	"[2,3)"
755.LSSF.GAMMA.D20.26.05.11.lane1.NoIndex.L001	"[2,3)"
1883.2009.188.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
2192.H07b.Kitchen.Light.Switch.3987.lane2.NoIndex.L002	"[2,3)"
1883.2007.526.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.SG1x	"[2,3)"
1883.2007.456.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P7.A10.lane2.NoIndex.L002	"[2,3)"
864.1.CON.addV.noG.noW.B.lane2.NoIndex	"[2,3)"
945.P13.F2.lane5.NoIndex.L005	"[2,3)"
945.P12.B11.lane5.NoIndex.L005	"[2,3)"
638.RMK.ENR.29.1	"[2,3)"
945.P5.B4.lane2.NoIndex.L002	"[2,3)"
2192.H05b.Bathroom.Door.Knob.2958.lane1.NoIndex.L001	"[2,3)"
755.EF.THETA.22.07.11.lane3.NoIndex.L003	"[2,3)"
