ID	group
894.SV2012.lane2.NoIndex.L002	"[-40,-30)"
894.SV1393.lane5.NoIndex.L005	"[-40,-30)"
894.SV1425.lane5.NoIndex.L005	"[-40,-30)"
894.SV1280.lane5.NoIndex.L005	"[-40,-30)"
894.SV1303.lane5.NoIndex.L005	"[-40,-30)"
894.SV2011.lane2.NoIndex.L002	"[-40,-30)"
894.SV1285.lane5.NoIndex.L005	"[-40,-30)"
894.SV1759.lane5.NoIndex.L005	"[-40,-30)"
894.SV1995.lane2.NoIndex.L002	"[-40,-30)"
894.SV1999.lane2.NoIndex.L002	"[-40,-30)"
894.SV1270.lane5.NoIndex.L005	"[-40,-30)"
894.SV2009.lane2.NoIndex.L002	"[-40,-30)"
894.SV1539.lane5.NoIndex.L005	"[-40,-30)"
894.SV1772.lane5.NoIndex.L005	"[-40,-30)"
894.SV1737.lane5.NoIndex.L005	"[-40,-30)"
894.SV1764.lane5.NoIndex.L005	"[-40,-30)"
894.SV1413.lane5.NoIndex.L005	"[-40,-30)"
894.SV1725.lane5.NoIndex.L005	"[-40,-30)"
894.SV1424.lane5.NoIndex.L005	"[-40,-30)"
894.SV1551.lane5.NoIndex.L005	"[-40,-30)"
894.SV1289.lane5.NoIndex.L005	"[-40,-30)"
894.SV1281.lane5.NoIndex.L005	"[-40,-30)"
894.SV1741.lane5.NoIndex.L005	"[-40,-30)"
894.SV1319.lane5.NoIndex.L005	"[-40,-30)"
894.SV1723.lane5.NoIndex.L005	"[-40,-30)"
894.SV1735.lane5.NoIndex.L005	"[-40,-30)"
894.SV1994.lane2.NoIndex.L002	"[-40,-30)"
894.SV1395.lane5.NoIndex.L005	"[-40,-30)"
894.SV1411.lane5.NoIndex.L005	"[-40,-30)"
894.SV1729.lane5.NoIndex.L005	"[-40,-30)"
894.SV1301.lane5.NoIndex.L005	"[-40,-30)"
894.SV1317.lane5.NoIndex.L005	"[-40,-30)"
894.SV1750.lane5.NoIndex.L005	"[-40,-30)"
894.SV1283.lane5.NoIndex.L005	"[-40,-30)"
894.SV2003.lane2.NoIndex.L002	"[-40,-30)"
894.SV1775.lane5.NoIndex.L005	"[-40,-30)"
894.SV1403.lane5.NoIndex.L005	"[-40,-30)"
894.SV1533.lane5.NoIndex.L005	"[-40,-30)"
894.SV1405.lane5.NoIndex.L005	"[-40,-30)"
894.SV1299.lane5.NoIndex.L005	"[-40,-30)"
894.SV1322.lane5.NoIndex.L005	"[-40,-30)"
894.SV1726.lane5.NoIndex.L005	"[-40,-30)"
894.SV2004.lane2.NoIndex.L002	"[-40,-30)"
894.SV1271.lane5.NoIndex.L005	"[-40,-30)"
894.SV1290.lane5.NoIndex.L005	"[-40,-30)"
894.SV1279.lane5.NoIndex.L005	"[-40,-30)"
894.SV1272.lane5.NoIndex.L005	"[-40,-30)"
894.SV1286.lane5.NoIndex.L005	"[-40,-30)"
894.SV1763.lane5.NoIndex.L005	"[-40,-30)"
894.SV1547.lane5.NoIndex.L005	"[-40,-30)"
894.SV1742.lane5.NoIndex.L005	"[-40,-30)"
894.SV1991.lane2.NoIndex.L002	"[-40,-30)"
894.SV1738.lane5.NoIndex.L005	"[-40,-30)"
894.SV1720.lane5.NoIndex.L005	"[-40,-30)"
894.SV1724.lane5.NoIndex.L005	"[-40,-30)"
894.SV1756.lane5.NoIndex.L005	"[-40,-30)"
894.SV1734.lane5.NoIndex.L005	"[-40,-30)"
894.SV1275.lane5.NoIndex.L005	"[-40,-30)"
894.SV1316.lane5.NoIndex.L005	"[-40,-30)"
894.SV1771.lane5.NoIndex.L005	"[-40,-30)"
894.SV1312.lane5.NoIndex.L005	"[-40,-30)"
894.SV1993.lane2.NoIndex.L002	"[-40,-30)"
894.SV2008.lane2.NoIndex.L002	"[-40,-30)"
894.SV1420.lane5.NoIndex.L005	"[-40,-30)"
894.SV1309.lane5.NoIndex.L005	"[-40,-30)"
894.SV1529.lane5.NoIndex.L005	"[-40,-30)"
894.SV2000.lane2.NoIndex.L002	"[-40,-30)"
894.SV1390.lane5.NoIndex.L005	"[-40,-30)"
894.SV1721.lane5.NoIndex.L005	"[-40,-30)"
894.SV1752.lane5.NoIndex.L005	"[-40,-30)"
894.SV1722.lane5.NoIndex.L005	"[-40,-30)"
894.SV1534.lane5.NoIndex.L005	"[-40,-30)"
894.SV1310.lane5.NoIndex.L005	"[-40,-30)"
894.SV1996.lane2.NoIndex.L002	"[-40,-30)"
894.SV1769.lane5.NoIndex.L005	"[-40,-30)"
894.SV1304.lane5.NoIndex.L005	"[-40,-30)"
894.SV1748.lane5.NoIndex.L005	"[-40,-30)"
894.SV1747.lane5.NoIndex.L005	"[-40,-30)"
894.SV1727.lane5.NoIndex.L005	"[-40,-30)"
894.SV1532.lane5.NoIndex.L005	"[-40,-30)"
894.SV1770.lane5.NoIndex.L005	"[-40,-30)"
894.SV2006.lane2.NoIndex.L002	"[-40,-30)"
894.SV1728.lane5.NoIndex.L005	"[-40,-30)"
894.SV1530.lane5.NoIndex.L005	"[-40,-30)"
894.SV1526.lane5.NoIndex.L005	"[-40,-30)"
894.SV1536.lane5.NoIndex.L005	"[-40,-30)"
894.SV1407.lane5.NoIndex.L005	"[-40,-30)"
894.SV1277.lane5.NoIndex.L005	"[-40,-30)"
894.SV1323.lane5.NoIndex.L005	"[-40,-30)"
894.SV1417.lane5.NoIndex.L005	"[-40,-30)"
894.SV1745.lane5.NoIndex.L005	"[-40,-30)"
894.SV1414.lane5.NoIndex.L005	"[-40,-30)"
894.SV1402.lane5.NoIndex.L005	"[-40,-30)"
894.SV1762.lane5.NoIndex.L005	"[-40,-30)"
894.SV1731.lane5.NoIndex.L005	"[-40,-30)"
894.SV2005.lane2.NoIndex.L002	"[-40,-30)"
894.MR184.lane3.NoIndex.L003	"[-40,-30)"
894.MR183.lane3.NoIndex.L003	"[-40,-30)"
894.OS584.lane3.NoIndex.L003	"[-40,-30)"
894.OS1266.lane5.NoIndex.L005	"[-40,-30)"
894.OS1715.lane5.NoIndex.L005	"[-40,-30)"
894.OR400.lane3.NoIndex.L003	"[-40,-30)"
894.OS1681.lane5.NoIndex.L005	"[-40,-30)"
894.OS469.lane3.NoIndex.L003	"[-40,-30)"
894.OS626.lane3.NoIndex.L003	"[-40,-30)"
894.OS1697.lane5.NoIndex.L005	"[-40,-30)"
894.OS636.lane3.NoIndex.L003	"[-40,-30)"
894.OR393.lane3.NoIndex.L003	"[-40,-30)"
894.OS589.lane3.NoIndex.L003	"[-40,-30)"
894.OS527.lane3.NoIndex.L003	"[-40,-30)"
894.OS1703.lane5.NoIndex.L005	"[-40,-30)"
894.OS565.lane3.NoIndex.L003	"[-40,-30)"
894.OS623.lane3.NoIndex.L003	"[-40,-30)"
894.OS540.lane3.NoIndex.L003	"[-40,-30)"
894.OS1242.lane5.NoIndex.L005	"[-40,-30)"
894.OS474.lane3.NoIndex.L003	"[-40,-30)"
894.OS1258.lane5.NoIndex.L005	"[-40,-30)"
894.OS1243.lane5.NoIndex.L005	"[-40,-30)"
894.OR382.lane3.NoIndex.L003	"[-40,-30)"
894.OS618.lane3.NoIndex.L003	"[-40,-30)"
894.OR387.lane3.NoIndex.L003	"[-40,-30)"
894.OS566.lane3.NoIndex.L003	"[-40,-30)"
894.OS628.lane3.NoIndex.L003	"[-40,-30)"
894.OR399.lane3.NoIndex.L003	"[-40,-30)"
894.OR392.lane3.NoIndex.L003	"[-40,-30)"
894.OS533.lane3.NoIndex.L003	"[-40,-30)"
894.OS535.lane3.NoIndex.L003	"[-40,-30)"
894.OR351.lane3.NoIndex.L003	"[-40,-30)"
894.OS1918.lane2.NoIndex.L002	"[-40,-30)"
894.OR419.lane3.NoIndex.L003	"[-40,-30)"
894.OS1966.lane2.NoIndex.L002	"[-40,-30)"
894.OS550.lane3.NoIndex.L003	"[-40,-30)"
894.OS1917.lane2.NoIndex.L002	"[-40,-30)"
894.OS555.lane3.NoIndex.L003	"[-40,-30)"
894.OR395.lane3.NoIndex.L003	"[-40,-30)"
894.OS741.lane3.NoIndex.L003	"[-40,-30)"
894.OS1706.lane5.NoIndex.L005	"[-40,-30)"
894.OS528.lane3.NoIndex.L003	"[-40,-30)"
894.OS1912.lane2.NoIndex.L002	"[-40,-30)"
894.OS1230.lane5.NoIndex.L005	"[-40,-30)"
894.OR352.lane3.NoIndex.L003	"[-40,-30)"
894.OS1221.lane5.NoIndex.L005	"[-40,-30)"
894.OS461.lane3.NoIndex.L003	"[-40,-30)"
894.OR386.lane3.NoIndex.L003	"[-40,-30)"
894.OS633.lane3.NoIndex.L003	"[-40,-30)"
894.OS759.lane3.NoIndex.L003	"[-40,-30)"
894.OS814.lane3.NoIndex.L003	"[-40,-30)"
894.OR360.lane3.NoIndex.L003	"[-40,-30)"
894.OS578.lane3.NoIndex.L003	"[-40,-30)"
894.OR390.lane3.NoIndex.L003	"[-40,-30)"
894.OS1215.lane5.NoIndex.L005	"[-40,-30)"
894.OS625.lane3.NoIndex.L003	"[-40,-30)"
894.OS1965.lane2.NoIndex.L002	"[-40,-30)"
894.OS1261.lane5.NoIndex.L005	"[-40,-30)"
894.OR362.lane3.NoIndex.L003	"[-40,-30)"
894.OS597.lane3.NoIndex.L003	"[-40,-30)"
894.OS1938.lane2.NoIndex.L002	"[-40,-30)"
894.OS744.lane3.NoIndex.L003	"[-40,-30)"
894.OR353.lane3.NoIndex.L003	"[-40,-30)"
894.OS1712.lane5.NoIndex.L005	"[-40,-30)"
894.OS1935.lane2.NoIndex.L002	"[-40,-30)"
894.OS1677.lane5.NoIndex.L005	"[-40,-30)"
894.OR348.lane3.NoIndex.L003	"[-40,-30)"
894.OS1225.lane5.NoIndex.L005	"[-40,-30)"
894.OS624.lane3.NoIndex.L003	"[-40,-30)"
894.OS470.lane3.NoIndex.L003	"[-40,-30)"
894.OS1268.lane5.NoIndex.L005	"[-40,-30)"
894.OS1714.lane5.NoIndex.L005	"[-40,-30)"
894.OS1693.lane5.NoIndex.L005	"[-40,-30)"
894.OS1685.lane5.NoIndex.L005	"[-40,-30)"
894.OS1263.lane5.NoIndex.L005	"[-40,-30)"
894.OS1229.lane5.NoIndex.L005	"[-40,-30)"
894.OR412.lane3.NoIndex.L003	"[-40,-30)"
894.OS635.lane3.NoIndex.L003	"[-40,-30)"
894.OS810.lane3.NoIndex.L003	"[-40,-30)"
894.OS737.lane3.NoIndex.L003	"[-40,-30)"
894.OS544.lane3.NoIndex.L003	"[-40,-30)"
894.OS1946.lane2.NoIndex.L002	"[-40,-30)"
894.OS607.lane3.NoIndex.L003	"[-40,-30)"
894.OS1969.lane2.NoIndex.L002	"[-40,-30)"
894.OR420.lane3.NoIndex.L003	"[-40,-30)"
894.OS465.lane3.NoIndex.L003	"[-40,-30)"
894.OS1922.lane2.NoIndex.L002	"[-40,-30)"
894.OS1240.lane5.NoIndex.L005	"[-40,-30)"
894.OS1257.lane5.NoIndex.L005	"[-40,-30)"
894.OS543.lane3.NoIndex.L003	"[-40,-30)"
894.OS1704.lane5.NoIndex.L005	"[-40,-30)"
894.OS1675.lane5.NoIndex.L005	"[-40,-30)"
894.OR416.lane3.NoIndex.L003	"[-40,-30)"
894.OS1696.lane5.NoIndex.L005	"[-40,-30)"
894.OS740.lane3.NoIndex.L003	"[-40,-30)"
894.OS1207.lane5.NoIndex.L005	"[-40,-30)"
894.OR411.lane3.NoIndex.L003	"[-40,-30)"
894.OS631.lane3.NoIndex.L003	"[-40,-30)"
894.OS752.lane3.NoIndex.L003	"[-40,-30)"
894.OS1951.lane2.NoIndex.L002	"[-40,-30)"
894.OR379.lane3.NoIndex.L003	"[-40,-30)"
894.OS1692.lane5.NoIndex.L005	"[-40,-30)"
894.OS1267.lane5.NoIndex.L005	"[-40,-30)"
894.OS1689.lane5.NoIndex.L005	"[-40,-30)"
894.OS637.lane3.NoIndex.L003	"[-40,-30)"
894.OS1947.lane2.NoIndex.L002	"[-40,-30)"
894.OS1220.lane5.NoIndex.L005	"[-40,-30)"
894.OS1226.lane5.NoIndex.L005	"[-40,-30)"
894.OR410.lane3.NoIndex.L003	"[-40,-30)"
894.OS1248.lane5.NoIndex.L005	"[-40,-30)"
894.OR423.lane3.NoIndex.L003	"[-40,-30)"
894.OS1945.lane2.NoIndex.L002	"[-40,-30)"
894.OR409.lane3.NoIndex.L003	"[-40,-30)"
894.OS1210.lane5.NoIndex.L005	"[-40,-30)"
894.OS1690.lane5.NoIndex.L005	"[-40,-30)"
894.OS605.lane3.NoIndex.L003	"[-40,-30)"
894.OS462.lane3.NoIndex.L003	"[-40,-30)"
894.OS1233.lane5.NoIndex.L005	"[-40,-30)"
894.OR369.lane3.NoIndex.L003	"[-40,-30)"
894.OR341.lane3.NoIndex.L003	"[-40,-30)"
894.OS1958.lane2.NoIndex.L002	"[-40,-30)"
894.OS1684.lane5.NoIndex.L005	"[-40,-30)"
894.OR354.lane3.NoIndex.L003	"[-40,-30)"
894.OR373.lane3.NoIndex.L003	"[-40,-30)"
894.OR378.lane3.NoIndex.L003	"[-40,-30)"
894.OR381.lane3.NoIndex.L003	"[-40,-30)"
894.OS806.lane3.NoIndex.L003	"[-40,-30)"
